"rs_id","title","source","rs_link","abreviation","ro_source","decision_date","history_link","pdf_in_force","pdf_entry_in_force","n_full_text_pdf","n_modifications","admin_id","pdf_in_force2","page_length","entry_in_force","international"
"0.193.413.49","Traité de conciliation et d’arbitrage obligatoire du 6 avril 1925 entre la Suisse et la France","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19250010/index.html","NA","RO 50 275","1925-04-06","/opc/fr/classified-compilation/19250010/history.html","193403230000/0.193.413.49.pdf","1934-03-23",1,0,19250010,"https://www.admin.ch/opc/fr/classified-compilation/19250010/193403230000/0.193.413.49.pdf",6,"1934-03-23",1
"0.193.413.67","Traité de conciliation, de règlement judiciaire et d’arbitrage du 7 juillet 1965 entre la Confédération Suisse et le Royaume-Uni de Grande-Bretagne et d’Irlande du Nord (avec annexes et échange de lettres)","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19650111/index.html","NA","RO 1967 223","1965-07-07","/opc/fr/classified-compilation/19650111/history.html","196702090000/0.193.413.67.pdf","1967-02-09",1,0,19650111,"https://www.admin.ch/opc/fr/classified-compilation/19650111/196702090000/0.193.413.67.pdf",16,"1967-02-09",1
"0.193.413.671","Echange de lettres entre la Confédération suisse et le Royaume de Grande-Bretagne et d’Irlande du Nord des 21/28 août 1970 relatif à l’application au Bailliage de Guernesey et à l’Ille de Man du Traité de conciliation, de règlement judiciaire et d’arbitrage du 7 juillet 1965","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19700183/index.html","NA","RO 1970 1083","1970-08-28","/opc/fr/classified-compilation/19700183/history.html","197008280000/0.193.413.671.pdf","1970-08-28",1,0,19700183,"https://www.admin.ch/opc/fr/classified-compilation/19700183/197008280000/0.193.413.671.pdf",2,"1970-08-28",1
"0.193.413.72","Traité de conciliation et de règlement judiciaire du 21 septembre 1925 entre la Suisse et la Grèce","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19250032/index.html","NA","RO 45 60","1925-09-21","/opc/fr/classified-compilation/19250032/history.html","192902280000/0.193.413.72.pdf","1929-02-28",1,0,19250032,"https://www.admin.ch/opc/fr/classified-compilation/19250032/192902280000/0.193.413.72.pdf",6,"1929-02-28",1
"0.193.414.18","Traité d’arbitrage et de conciliation du 17 décembre 1992 entre la Confédération suisse et la République de Hongrie","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19920348/index.html","NA","RO 1995 3968","1992-12-17","/opc/fr/classified-compilation/19920348/history.html","199504240000/0.193.414.18.pdf","1995-04-24",1,0,19920348,"https://www.admin.ch/opc/fr/classified-compilation/19920348/199504240000/0.193.414.18.pdf",6,"1995-04-24",1
"0.193.414.49","Traité de conciliation, de règlement judiciaire et d’arbitrage du 2 août 1965 entre la Suisse et Israël","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19650129/index.html","NA","RO 1966 1593","1965-08-02","/opc/fr/classified-compilation/19650129/history.html","196612140000/0.193.414.49.pdf","1966-12-14",1,0,19650129,"https://www.admin.ch/opc/fr/classified-compilation/19650129/196612140000/0.193.414.49.pdf",10,"1966-12-14",1
"0.193.414.54","Traité de conciliation et de règlement judiciaire du 20 septembre 1924 entre la Suisse et l’Italie","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19240031/index.html","NA","RO 41 183","1924-09-20","/opc/fr/classified-compilation/19240031/history.html","192501290000/0.193.414.54.pdf","1925-01-29",1,0,19240031,"https://www.admin.ch/opc/fr/classified-compilation/19240031/192501290000/0.193.414.54.pdf",6,"1925-01-29",1
"0.193.414.63","Traité de règlement judiciaire du 26 décembre 1924 entre la Suisse et le Japon","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19240052/index.html","NA","RO 42 26","1924-12-26","/opc/fr/classified-compilation/19240052/history.html","192512190000/0.193.414.63.pdf","1925-12-19",1,0,19240052,"https://www.admin.ch/opc/fr/classified-compilation/19240052/192512190000/0.193.414.63.pdf",4,"1925-12-19",1
"0.193.414.94","Traité de conciliation, de règlement judiciaire et d’arbitrage du 23 juillet 1963 entre la Confédération Suisse et la République du Libéria","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19630136/index.html","NA","RO 1969 1001","1963-07-23","/opc/fr/classified-compilation/19630136/history.html","196909160000/0.193.414.94.pdf","1969-09-16",1,0,19630136,"https://www.admin.ch/opc/fr/classified-compilation/19630136/196909160000/0.193.414.94.pdf",10,"1969-09-16",1
"0.193.415.18","Traité de conciliation, de règlement judiciaire et d’arbitrage du 16 septembre 1929 entre la Suisse et le Luxembourg","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19290045/index.html","NA","RO 46 528","1929-09-16","/opc/fr/classified-compilation/19290045/history.html","193009150000/0.193.415.18.pdf","1930-09-15",1,0,19290045,"https://www.admin.ch/opc/fr/classified-compilation/19290045/193009150000/0.193.415.18.pdf",6,"1930-09-15",1
"0.193.415.23","Traité de conciliation, d’arbitrage et de règlement judiciaire du 11 mai 1965 entre la Suisse et Madagascar","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19650080/index.html","NA","RO 1967 239","1965-05-11","/opc/fr/classified-compilation/19650080/history.html","196702040000/0.193.415.23.pdf","1967-02-04",1,0,19650080,"https://www.admin.ch/opc/fr/classified-compilation/19650080/196702040000/0.193.415.23.pdf",10,"1967-02-04",1
"0.193.415.89","Traité de conciliation, de règlement judiciaire et d’arbitrage du 2 août 1963 entre la Suisse et le Niger","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19630141/index.html","NA","RO 1968 409","1963-08-02","/opc/fr/classified-compilation/19630141/history.html","196712150000/0.193.415.89.pdf","1967-12-15",1,0,19630141,"https://www.admin.ch/opc/fr/classified-compilation/19630141/196712150000/0.193.415.89.pdf",10,"1967-12-15",1
"0.193.415.98","Traité de conciliation du 21 août 1925 entre la Suisse et la Norvège","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19250029/index.html","NA","RO 42 300","1925-08-21","/opc/fr/classified-compilation/19250029/history.html","192607080000/0.193.415.98.pdf","1926-07-08",1,0,19250029,"https://www.admin.ch/opc/fr/classified-compilation/19250029/192607080000/0.193.415.98.pdf",6,"1926-07-08",1
"0.193.416.36","Traité de conciliation du 12 décembre 1925 entre la Suisse et les Pays-Bas","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19250051/index.html","NA","RO 43 154","1925-12-12","/opc/fr/classified-compilation/19250051/history.html","192706110000/0.193.416.36.pdf","1927-06-11",1,0,19250051,"https://www.admin.ch/opc/fr/classified-compilation/19250051/192706110000/0.193.416.36.pdf",6,"1927-06-11",1
"0.193.416.49","Traité de conciliation et d’arbitrage du 20 janvier 1993 entre la Confédération suisse et la République de Pologne","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19930015/index.html","NA","RO 1994 1046","1993-01-20","/opc/fr/classified-compilation/19930015/history.html","199403090000/0.193.416.49.pdf","1994-03-09",1,0,19930015,"https://www.admin.ch/opc/fr/classified-compilation/19930015/199403090000/0.193.416.49.pdf",6,"1994-03-09",1
"0.193.416.54","Traité de conciliation, de règlement judiciaire et d’arbitrage du 17 octobre 1928 entre la Suisse et le Portugal","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19280042/index.html","NA","RO 45 532","1928-10-17","/opc/fr/classified-compilation/19280042/history.html","192911090000/0.193.416.54.pdf","1929-11-09",1,0,19280042,"https://www.admin.ch/opc/fr/classified-compilation/19280042/192911090000/0.193.416.54.pdf",8,"1929-11-09",1
"0.193.416.63","Traité de conciliation, de règlement judiciaire et d’arbitrage obligatoires du 3 février 1926 entre la Suisse et la Roumanie","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19260002/index.html","NA","RO 42 550","1926-02-03","/opc/fr/classified-compilation/19260002/history.html","192608270000/0.193.416.63.pdf","1926-08-27",1,0,19260002,"https://www.admin.ch/opc/fr/classified-compilation/19260002/192608270000/0.193.416.63.pdf",6,"1926-08-27",1
"0.193.417.141","Traité de conciliation du 2 juin 1924 entre la Suisse et la Suède","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19240015/index.html","NA","RO 41 211","1924-06-02","/opc/fr/classified-compilation/19240015/history.html","192502140000/0.193.417.141.pdf","1925-02-14",1,0,19240015,"https://www.admin.ch/opc/fr/classified-compilation/19240015/192502140000/0.193.417.141.pdf",6,"1925-02-14",1
"0.193.417.142","Convention d’arbitrage du 17 décembre 1904 entre la Suisse et la Suède et Norvège (avec prot. de signature)","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19040011/index.html","NA","RO 21 583","1904-12-17","/opc/fr/classified-compilation/19040011/history.html","199507130000/0.193.417.142.pdf","1995-07-13",1,0,19040011,"https://www.admin.ch/opc/fr/classified-compilation/19040011/199507130000/0.193.417.142.pdf",4,"1995-07-13",1
"0.193.417.41","Traité de conciliation, de règlement judiciaire et d’arbitrage du 20 septembre 1929 entre la Suisse et la Tchécoslovaquie","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19290047/index.html","NA","RO 46 314","1929-09-20","/opc/fr/classified-compilation/19290047/history.html","193006070000/0.193.417.41.pdf","1930-06-07",1,0,19290047,"https://www.admin.ch/opc/fr/classified-compilation/19290047/193006070000/0.193.417.41.pdf",8,"1930-06-07",1
"0.193.417.63","Traité de conciliation, de règlement judiciaire et d’arbitrage du 9 décembre 1928 entre la Suisse et la Turquie","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19280047/index.html","NA","RO 46 482","1928-12-09","/opc/fr/classified-compilation/19280047/history.html","193008070000/0.193.417.63.pdf","1930-08-07",1,0,19280047,"https://www.admin.ch/opc/fr/classified-compilation/19280047/193008070000/0.193.417.63.pdf",6,"1930-08-07",1
"0.193.501","Statut de la Cour internationale de Justice, du 26 juin 1945","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19450070/index.html","NA","RO 1948 1033","1945-06-26","/opc/fr/classified-compilation/19450070/history.html","201506230000/0.193.501.pdf","2015-06-23",5,29,19450070,"https://www.admin.ch/opc/fr/classified-compilation/19450070/201506230000/0.193.501.pdf",22,"1948-07-28",1
"0.196.116.3","Traité du 25 mai 1925 sur l’application de traités antérieurs en matière de relations juridiques entre la Suisse et l’Autriche (avec prot. fin.)","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19250015/index.html","NA","RO 42 190","1925-05-25","/opc/fr/classified-compilation/19250015/history.html","192603070000/0.196.116.3.pdf","1926-03-07",1,0,19250015,"https://www.admin.ch/opc/fr/classified-compilation/19250015/192603070000/0.196.116.3.pdf",4,"1926-03-07",1
"0.196.116.31","Echange de notes du 6 mars 1926 entre la Suisse et l’Autriche concernant l’application de traités antérieurs","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19260008/index.html","NA","RO 42 192","1926-03-06","/opc/fr/classified-compilation/19260008/history.html","192603070000/0.196.116.31.pdf","1926-03-07",1,0,19260008,"https://www.admin.ch/opc/fr/classified-compilation/19260008/192603070000/0.196.116.31.pdf",4,"1926-03-07",1
"0.196.116.32","Echange de notes des 7 juillet 1948/11 octobre et 30 novembre 1949 concernant la validité des traités conclus entre la Suisse et l’Autriche","/opc/fr/classified-compilation/0.19.html","/opc/fr/classified-compilation/19480190/index.html","NA","RO 1950 87","1948-07-07","/opc/fr/classified-compilation/19480190/history.html","194911300000/0.196.116.32.pdf","1949-11-30",1,0,19480190,"https://www.admin.ch/opc/fr/classified-compilation/19480190/194911300000/0.196.116.32.pdf",4,"1949-11-30",1
".201","Statut du 31 octobre 1951 de la Conférence de La Haye de droit international privé","/opc/fr/classified-compilation/0.20.html","/opc/fr/classified-compilation/19510233/index.html","NA","RO 1957 476","1951-10-31","/opc/fr/classified-compilation/19510233/history.html","201510190000/0.201.pdf","2015-10-19",7,18,19510233,"https://www.admin.ch/opc/fr/classified-compilation/19510233/201510190000/0.201.pdf",10,"1957-05-06",1
".202","Statut organique de l’Institut international pour l’Unification du droit privé, du 15 mars 1940","/opc/fr/classified-compilation/0.20.html","/opc/fr/classified-compilation/19400024/index.html","NA","RO 1964 466","1940-03-15","/opc/fr/classified-compilation/19400024/history.html","201106230000/0.202.pdf","2011-06-23",3,8,19400024,"https://www.admin.ch/opc/fr/classified-compilation/19400024/201106230000/0.202.pdf",10,"1940-04-21",1
".203","Protocole du 25 septembre 1950 relatif à la Commission internationale de l’état civil (avec prot. add.)","/opc/fr/classified-compilation/0.20.html","/opc/fr/classified-compilation/19500228/index.html","NA","RO 1974 1385","1950-09-25","/opc/fr/classified-compilation/19500228/history.html","201503310000/0.203.pdf","2015-03-31",3,5,19500228,"https://www.admin.ch/opc/fr/classified-compilation/19500228/201503310000/0.203.pdf",4,"1950-10-01",1
"0.211.112.112","Convention du 8 septembre 1976 relative à la délivrance d’extraits plurilingues d’actes de l’état civil","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19760205/index.html","NA","RO 1990 669","1976-09-08","/opc/fr/classified-compilation/19760205/history.html","201602230000/0.211.112.112.pdf","2016-02-23",4,5,19760205,"https://www.admin.ch/opc/fr/classified-compilation/19760205/201602230000/0.211.112.112.pdf",14,"1990-04-18",1
"0.211.112.12","Convention du 26 septembre 1957 relative à la délivrance gratuite et à la dispense de légalisation des expéditions d’actes de l’état civil (avec annexe)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19570171/index.html","NA","RO 1960 1421","1957-09-26","/opc/fr/classified-compilation/19570171/history.html","201304040000/0.211.112.12.pdf","2013-04-04",1,5,19570171,"https://www.admin.ch/opc/fr/classified-compilation/19570171/201304040000/0.211.112.12.pdf",6,"1960-12-01",1
"0.211.112.13","Convention du 14 septembre 1961 portant extension de la compétence des autorités qualifiées pour recevoir les reconnaissances d’enfants naturels","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19610181/index.html","NA","RO 1964 549","1961-09-14","/opc/fr/classified-compilation/19610181/history.html","199004010000/0.211.112.13.pdf","1990-04-01",1,5,19610181,"https://www.admin.ch/opc/fr/classified-compilation/19610181/199004010000/0.211.112.13.pdf",4,"1964-05-29",1
"0.211.112.14","Convention du 10 septembre 1964 relative aux décisions de rectification d’actes de l’état civil (avec annexes)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19640176/index.html","NA","RO 1966 557","1964-09-10","/opc/fr/classified-compilation/19640176/history.html","201304050000/0.211.112.14.pdf","2013-04-05",1,6,19640176,"https://www.admin.ch/opc/fr/classified-compilation/19640176/201304050000/0.211.112.14.pdf",8,"1966-04-06",1
"0.211.112.15","Convention du 5 septembre 1980 relative à la délivrance d’un certificat de capacité matrimoniale (avec annexe)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19800228/index.html","NA","RO 1990 904","1980-09-05","/opc/fr/classified-compilation/19800228/history.html","201707030000/0.211.112.15.pdf","2017-07-03",3,3,19800228,"https://www.admin.ch/opc/fr/classified-compilation/19800228/201707030000/0.211.112.15.pdf",8,"1990-06-01",1
"0.211.112.413.6","Accord du 4 novembre 1985 entre la Confédération suisse et la République fédérale d’Allemagne sur la suppression de la légalisation et l’échange des actes de l’état civil, ainsi que sur la délivrance de certificats de capacité matrimoniale (avec prot. et annexe)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19850251/index.html","NA","RO 1988 1179","1985-11-04","/opc/fr/classified-compilation/19850251/history.html","198807010000/0.211.112.413.6.pdf","1988-07-01",1,0,19850251,"https://www.admin.ch/opc/fr/classified-compilation/19850251/198807010000/0.211.112.413.6.pdf",10,"1988-07-01",1
"0.211.112.416.3","Accord du 26 avril 1962 entre la Confédération suisse et la République d’Autriche sur la suppression de la légalisation et sur l’échange des actes de l’état civil, ainsi que sur la délivrance de certificats de capacité matrimoniale (avec annexes)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19620083/index.html","NA","RO 1962 1659","1962-04-26","/opc/fr/classified-compilation/19620083/history.html","197608240000/0.211.112.416.3.pdf","1976-08-24",1,1,19620083,"https://www.admin.ch/opc/fr/classified-compilation/19620083/197608240000/0.211.112.416.3.pdf",12,"1963-02-01",1
"0.211.112.417.2","Déclaration du 3 septembre 1925 entre la Suisse et la Belgique concernant la légalisation d’actes de l’état civil","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19250030/index.html","NA","RO 41 655","1925-09-03","/opc/fr/classified-compilation/19250030/history.html","192511010000/0.211.112.417.2.pdf","1925-11-01",1,0,19250030,"https://www.admin.ch/opc/fr/classified-compilation/19250030/192511010000/0.211.112.417.2.pdf",2,"1925-11-01",1
"0.211.112.417.21","Déclaration additionnelle du 6 août 1935 entre la Suisse et la Belgique concernant la légalisation d’actes de l’état civil","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19350055/index.html","NA","RO 51 620","1935-08-06","/opc/fr/classified-compilation/19350055/history.html","193511280000/0.211.112.417.21.pdf","1935-11-28",1,0,19350055,"https://www.admin.ch/opc/fr/classified-compilation/19350055/193511280000/0.211.112.417.21.pdf",2,"1935-11-28",1
"0.211.112.434.9","Déclaration du 3 décembre 1937 entre la Suisse et la France concernant la délivrance d’actes de l’état civil","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19370075/index.html","NA","RO 54 39","1937-12-03","/opc/fr/classified-compilation/19370075/history.html","193801010000/0.211.112.434.9.pdf","1938-01-01",1,0,19370075,"https://www.admin.ch/opc/fr/classified-compilation/19370075/193801010000/0.211.112.434.9.pdf",2,"1938-01-01",1
"0.211.112.445.4","Accord du 16 novembre 1966 entre la Confédération Suisse et la République Italienne sur la dispense de légalisation, l’échange des actes de l’état civil et la présentation des certificats requis pour contracter mariage","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19660224/index.html","NA","RO 1968 977","1966-11-16","/opc/fr/classified-compilation/19660224/history.html","196810010000/0.211.112.445.4.pdf","1968-10-01",1,0,19660224,"https://www.admin.ch/opc/fr/classified-compilation/19660224/196810010000/0.211.112.445.4.pdf",26,"1968-10-01",1
"0.211.112.491.1","Arrangement du 29 novembre 1878 entre la Suisse et les Etats riverains du lac de Constance au sujet de l’inscription des actes de l’état civil concernant les cas de naissance et de décès sur le lac de Constance ou lorsqu’un cadavre vient à être retiré de l’eau","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/18780016/index.html","NA","RO 5 26","1878-11-29","/opc/fr/classified-compilation/18780016/history.html","188003160000/0.211.112.491.1.pdf","1880-03-16",1,0,18780016,"https://www.admin.ch/opc/fr/classified-compilation/18780016/188003160000/0.211.112.491.1.pdf",2,"1880-03-16",1
"0.211.212.3","Convention du 1er juin 1970 sur la reconnaissance des divorces et des séparations de corps","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19700113/index.html","NA","RO 1976 1546","1970-06-01","/opc/fr/classified-compilation/19700113/history.html","201310180000/0.211.212.3.pdf","2013-10-18",4,16,19700113,"https://www.admin.ch/opc/fr/classified-compilation/19700113/201310180000/0.211.212.3.pdf",10,"1976-07-17",1
"0.211.213.01","Convention du 2 octobre 1973 sur la loi applicable aux obligations alimentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19730264/index.html","NA","RO 1977 1620","1973-10-02","/opc/fr/classified-compilation/19730264/history.html","201609120000/0.211.213.01.pdf","2016-09-12",4,9,19730264,"https://www.admin.ch/opc/fr/classified-compilation/19730264/201609120000/0.211.213.01.pdf",8,"1977-10-01",1
"0.211.213.02","Convention du 2 octobre 1973 concernant la reconnaissance et l’exécution de décisions relatives aux obligations alimentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19730265/index.html","NA","RO 1976 1559","1973-10-02","/opc/fr/classified-compilation/19730265/history.html","201609150000/0.211.213.02.pdf","2016-09-15",4,15,19730265,"https://www.admin.ch/opc/fr/classified-compilation/19730265/201609150000/0.211.213.02.pdf",12,"1976-08-01",1
"0.211.213.133.6","Accord du 31 août 2004 entre le Conseil fédéral suisse et le Gouvernement des Etats-Unis d’Amérique relatif à l’exécution des obligations alimentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20040220/index.html","NA","RO 2004 4231","2004-08-31","/opc/fr/classified-compilation/20040220/history.html","200409300000/0.211.213.133.6.pdf","2004-09-30",1,0,20040220,"https://www.admin.ch/opc/fr/classified-compilation/20040220/200409300000/0.211.213.133.6.pdf",6,"2004-09-30",1
"0.211.213.232.1","Mémorandum d’accord du 5 juin 2003 entre la Confédération suisse (ci-après la Suisse) et le Gouvernement de la Province du Manitoba (ci-après le Manitoba) sur la reconnaissance, l’exécution, l’établissement et la modification des obligations alimentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20040475/index.html","NA","RO 2004 3701","2003-06-05","/opc/fr/classified-compilation/20040475/history.html","200306050000/0.211.213.232.1.pdf","2003-06-05",1,0,20040475,"https://www.admin.ch/opc/fr/classified-compilation/20040475/200306050000/0.211.213.232.1.pdf",4,"2003-06-05",1
"0.211.213.232.2","Mémorandum d’accord du 9 juillet 2003 entre la Confédération suisse (ci-après la Suisse) et le Gouvernement de la Province du Saskatchewan (ci-après le Saskatchewan) sur la reconnaissance, l’exécution, l’établissement et la modification des obligations alimentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20040478/index.html","NA","RO 2004 3705","2003-07-09","/opc/fr/classified-compilation/20040478/history.html","200307090000/0.211.213.232.2.pdf","2003-07-09",1,0,20040478,"https://www.admin.ch/opc/fr/classified-compilation/20040478/200307090000/0.211.213.232.2.pdf",4,"2003-07-09",1
"0.211.213.232.3","Memorandum d’accord du 5 juin 2013 entre la Confédération suisse (ci-après la Suisse) et le Gouvernement de la Province de la Colombie-Britannique (ci-après la Colombie-Britannique) sur la reconnaissance, l’exécution, l’établissement et la modification des obligations alimentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20123216/index.html","NA","RO 2013 2289","2013-06-05","/opc/fr/classified-compilation/20123216/history.html","201306050000/0.211.213.232.3.pdf","2013-06-05",1,0,20123216,"https://www.admin.ch/opc/fr/classified-compilation/20123216/201306050000/0.211.213.232.3.pdf",4,"2013-06-05",1
"0.211.213.232.4","Mémorandum d’accord du 25 janvier 2016 entre la Confédération suisse, représentée par l’Office fédéral de la justice (ci-après la Suisse) et le Gouvernement de la Province d’Alberta, représentée par le Ministère de la justice et Procureur général (ci-après l’Alberta) sur la reconnaissance, l’exécution, l’établissement et la modification des obligations alimentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20150614/index.html","NA","RO 2016 639","2016-01-25","/opc/fr/classified-compilation/20150614/history.html","201601250000/0.211.213.232.4.pdf","2016-01-25",1,0,20150614,"https://www.admin.ch/opc/fr/classified-compilation/20150614/201601250000/0.211.213.232.4.pdf",4,"2016-01-25",1
"0.211.221.131","Convention européenne du 15 octobre 1975 sur le statut juridique des enfants nés hors mariage","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19750276/index.html","NA","RO 1978 1232","1975-10-15","/opc/fr/classified-compilation/19750276/history.html","201403210000/0.211.221.131.pdf","2014-03-21",4,12,19750276,"https://www.admin.ch/opc/fr/classified-compilation/19750276/201403210000/0.211.221.131.pdf",6,"1978-08-11",1
"0.211.221.310","Convention européenne du 24 avril 1967 en matière d’adoption des enfants (avec liste)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19670071/index.html","NA","RO 1973 419","1967-04-24","/opc/fr/classified-compilation/19670071/history.html","201404080000/0.211.221.310.pdf","2014-04-08",3,20,19670071,"https://www.admin.ch/opc/fr/classified-compilation/19670071/201404080000/0.211.221.310.pdf",16,"1973-04-01",1
"0.211.221.311","Convention du 29 mai 1993 sur la protection des enfants et la coopération en matière d’adoption internationale (avec liste)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19994569/index.html","NA","RO 2003 415","1993-05-29","/opc/fr/classified-compilation/19994569/history.html","201403180000/0.211.221.311.pdf","2014-03-18",8,7,19994569,"https://www.admin.ch/opc/fr/classified-compilation/19994569/201403180000/0.211.221.311.pdf",18,"2003-01-01",1
"0.211.221.319.789","Convention du 20 décembre 2005 entre la Confédération suisse et la République socialiste du Vietnam relative à la coopération en matière d’adoption d’enfants","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20051948/index.html","NA","RO 2006 1767","2005-12-20","/opc/fr/classified-compilation/20051948/history.html","200604090000/0.211.221.319.789.pdf","2006-04-09",1,0,20051948,"https://www.admin.ch/opc/fr/classified-compilation/20051948/200604090000/0.211.221.319.789.pdf",8,"2006-04-09",1
"0.211.221.431","Convention du 24 octobre 1956 sur la loi applicable aux obligations alimentaires envers les enfants","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19560214/index.html","NA","RO 1964 1287","1956-10-24","/opc/fr/classified-compilation/19560214/history.html","200110010000/0.211.221.431.pdf","2001-10-01",1,10,19560214,"https://www.admin.ch/opc/fr/classified-compilation/19560214/200110010000/0.211.221.431.pdf",8,"1965-01-17",1
"0.211.221.432","Convention du 15 avril 1958 concernant la reconnaissance et l’exécution des décisions en matière d’obligations alimentaires envers les enfants","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19580050/index.html","NA","RO 1964 1290","1958-04-15","/opc/fr/classified-compilation/19580050/history.html","201402060000/0.211.221.432.pdf","2014-02-06",2,17,19580050,"https://www.admin.ch/opc/fr/classified-compilation/19580050/201402060000/0.211.221.432.pdf",8,"1965-01-17",1
"0.211.222.1","Convention du 12 septembre 1962 relative à l’établissement de la filiation maternelle des enfants naturels","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19620178/index.html","NA","RO 1988 755","1962-09-12","/opc/fr/classified-compilation/19620178/history.html","196404230000/0.211.222.1.pdf","1964-04-23",1,0,19620178,"https://www.admin.ch/opc/fr/classified-compilation/19620178/196404230000/0.211.222.1.pdf",4,"1964-04-23",1
"0.211.230.01","Convention européenne du 20 mai 1980 sur la reconnaissance et l’exécution des décisions en matière de garde des enfants et le rétablissement de la garde des enfants","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19800106/index.html","NA","RO 1983 1681","1980-05-20","/opc/fr/classified-compilation/19800106/history.html","201301310000/0.211.230.01.pdf","2013-01-31",3,10,19800106,"https://www.admin.ch/opc/fr/classified-compilation/19800106/201301310000/0.211.230.01.pdf",14,"1984-01-01",1
"0.211.230.02","Convention du 25 octobre 1980 sur les aspects civils de l’enlèvement international d’enfants (CLaH 80) (avec annexe et liste)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19800294/index.html","NA","RO 1983 1694","1980-10-25","/opc/fr/classified-compilation/19800294/history.html","201503300000/0.211.230.02.pdf","2015-03-30",8,17,19800294,"https://www.admin.ch/opc/fr/classified-compilation/19800294/201503300000/0.211.230.02.pdf",20,"1984-01-01",1
"0.211.230.489","Accord du 31 octobre 2005 entre la Confédération suisse et la République libanaise concernant la coopération en certaines matières familiales","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20052040/index.html","NA","RO 2006 623","2005-10-31","/opc/fr/classified-compilation/20052040/history.html","200603010000/0.211.230.489.pdf","2006-03-01",1,0,20052040,"https://www.admin.ch/opc/fr/classified-compilation/20052040/200603010000/0.211.230.489.pdf",6,"2006-03-01",1
