"bill_id","CAP_majortopic","machine_learning_coded","proposal_id","bill_title","bill_title_de","bill_date","bill_legislature","bill_parl_decision_date","proposal_total_bills","bill_act_type_detail","bill_direct_democracy","bill_dd_type","bill_type_description","proposal_related_department","proposal_descriptors","rs_id","bill_ro","bill_ro_url","ff_input_id","ff_output_id","bill_ff_output","bill_ff_output_url","bill_proposal_url_manual","bill_ff_page_start","bill_ff_page_end","bill_navettes","bill_treatment_outcome","bill_coder_comments","bill_international","bill_eu","bill_eu_implementation","bill_eu_adaptation","bill_initiation_date","bill_initiation_actor_type","bill_priority_council","bill_treatment_category","bill_conciliation","bill_nc_vote_date","bill_nc_vote_yes","bill_nc_vote_no","bill_nc_vote_abs","bill_sc_vote_date","bill_sc_vote_yes","bill_sc_vote_no","bill_sc_vote_abs","bill_referendum_launched","bill_urgency_clause","bill_consultations_count","bill_preparl_steps_count","majortopic","intervention_id1","intervention_id2","intervention_id3","intervention_id4","intervention_id5","intervention_id6","intervention_id7","intervention_id8","intervention_id9","intervention_id10","consultation_id1","consultation_id2","consultation_id3","io_id1","io_id2","io_id3","io_id4"
"20020003-7",4,1,"20020003","Arrêté fédéral portant approbation de l'Accord international de 2001 sur le café","Bundesbeschluss über das Internationale Kaffee-Übereinkommen von 2001 ","2002-01-09",46,"2002-03-14",8,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DEFR","Aussenwirtschaft; Jahresbericht; Wirtschaftsabkommen; Freihandelsabkommen; WTO; Katar; China; Taiwan; Kroatien; Jordanien; Türkei; Norwegen; Jugoslawien; Bosnien-Herzegowina; Frankreich; Österreich; Kaffee; Jute","","RO 2005 2645","http://www.admin.ch/opc/fr/official-compilation/2005/2645.pdf","2002-1497","","","","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20020003-8",4,0,"20020003","Arrêté fédéral concernant l'Accord portant mandat du Groupe d'étude international du jute 2001","Bundesbeschluss zum Übereinkommen über die Aufgaben der Internationalen Studiengruppe für Jute von 2001 ","2002-01-09",46,"2002-03-22",8,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DEFR","Aussenwirtschaft; Jahresbericht; Wirtschaftsabkommen; Freihandelsabkommen; WTO; Katar; China; Taiwan; Kroatien; Jordanien; Türkei; Norwegen; Jugoslawien; Bosnien-Herzegowina; Frankreich; Österreich; Kaffee; Jute","","RO 2006 339","http://www.admin.ch/opc/fr/official-compilation/2006/339.pdf","2002-1531","","FF 2002 2628","http://www.admin.ch/opc/fr/federal-gazette/2002/2628.pdf","",NA,NA,0,"parl_adopted","JC : IO changé de WTO à IJSG

JC_M","agreement","none","none","missing","2001-11-09","international","CN/NC","III","no","2002-03-22",115,47,16,"2002-03-22",36,0,0,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","E4444","","",""
"20020008-1",5,0,"20020008","Loi fédérale sur le service de l'emploi et la location de services (LSE)","Bundesgesetz über die Arbeitsvermittlung und den Personalverleih (Arbeitsvermittlungsgesetz, AVG)","2002-01-09",46,"2002-06-21",1,12,"yes","optional","federal law","DEFR","Arbeitsrecht; Arbeitsvermittlungsstelle; Streitwert","823.11","RO 2002 3666","http://www.admin.ch/opc/fr/official-compilation/2002/3666.pdf","2002-1197","","FF 2002 4158","http://www.admin.ch/opc/fr/federal-gazette/2002/4158.pdf","",NA,NA,0,"parl_adopted","","none","none","none","no_eu_law","2001-05-07","mp","CN/NC","IV","no","2002-06-21",189,0,NA,"2002-06-21",40,0,0,"no","none",0,0,"macroeconomics","20011027","","","","","","","","","","","","","","","",""
"20020010-1",5,0,"20020010","Loi fédérale concernant des mesures en matière de lutte contre le travail au noir (Loi sur le travail au noir, LTN)","Bundesgesetz über Massnahmen zur Bekämpfung der Schwarzarbeit (Bundesgesetz gegen die Schwarzarbeit, BGSA)","2002-01-16",46,"2005-06-17",1,12,"yes","optional","federal law","DEFR","Schwarzarbeit; Gesetz; Schwarzarbeiter/in; Untergrundwirtschaft; Eindämmung der Kriminalität; Verwaltungsreform; Kontrolle; Strafe; Arbeitgeber/in; Meldepflicht","822.41","RO 2007 359","http://www.admin.ch/opc/fr/official-compilation/2007/359.pdf","2002-3438","","FF 2005 3973","http://www.admin.ch/opc/fr/federal-gazette/2005/3973.pdf","",NA,NA,1.5,"parl_adopted","","none","none","none","no_eu_law","1997-11-19","mp","CN/NC","III","no","2005-06-17",121,48,17,"2005-06-17",42,2,1,"no","none",1,3,"labor_and_employment","19973476","19973477","19973478","","","","","","","","2000-28","","","","","",""
"20020011-1",1,0,"20020011","Arrêté fédéral I concernant le compte d'Etat de la Confédération suisse pour l'année 2001","Bundesbeschluss I über die eidgenössische Staatsrechnung für das Jahr 2001","2002-03-27",46,"2002-06-17",3,43,"no","none","other simple federal decree","DFF","","","","","","","FF 2002 4167","http://www.admin.ch/opc/fr/federal-gazette/2002/4167.pdf","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=90001407",107,107,0.5,"parl_adopted","message : http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=90001407

JC_AC (FMAJ)

JJ_OK

","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20020011-2",10,1,"20020011","Arrêté fédéral II concernant les comptes du fonds pour les grands projets ferroviaires pour l'année 2001","Bundesbeschluss II über die Rechnung des Fonds für die Eisenbahngrossprojekte für das Jahr 2001","2002-03-27",46,"2002-06-11",3,43,"no","none","other simple federal decree","DFF","","","","","","","FF 2002 4169","http://www.admin.ch/opc/fr/federal-gazette/2002/4169.pdf","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=90001407",108,108,0,"parl_adopted","message : http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=90001407

JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20020011-3",6,1,"20020011","Arrêté fédéral III concernant les comptes 2001 du domaine des écoles polytechniques fédérales (domaine des EPF)","Bundesbeschluss III über die Rechnung 2001 des Bereiches der Eidgenössischen Technischen Hochschulen (ETH-Bereich)","2002-03-27",46,"2002-06-11",3,43,"no","none","other simple federal decree","DFF","","","","","","","FF 2002 4170","http://www.admin.ch/opc/fr/federal-gazette/2002/4170.pdf","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=90001407",109,109,0,"parl_adopted","message : http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=90001407

JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20020012-1",1,0,"20020012","Arrêté fédéral I concernant le supplément I au budget 2002","Bundesbeschluss I über den Nachtrag I zum Voranschlag 2002 ","2002-03-27",46,"2002-06-17",2,42,"no","none","simple federal decree regarding a funding decision","DFF","","","","","","","FF 2002 4172","http://www.admin.ch/opc/fr/federal-gazette/2002/4172.pdf","",NA,NA,0.5,"parl_adopted","","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20020012-2",10,1,"20020012","Arrêté fédéral II concernant les prélèvements sur le fonds pour les grands projets ferroviaires pour l'année 2002","Bundesbeschluss II über den Nachtrag I über die Entnahme aus dem Fonds für die Eisenbahngrossprojekte für das Jahr 2002 ","2002-03-27",46,"2002-06-11",2,42,"no","none","simple federal decree regarding a funding decision","DFF","","","","","","","FF 2002 4174","http://www.admin.ch/opc/fr/federal-gazette/2002/4174.pdf","",NA,NA,0,"parl_adopted","","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20020013-1",1,0,"20020013","Arrêté fédéral concernant le budget de la Régie fédérale des alcools pour l'année 2003","Bundesbeschluss zum Voranschlag der Eidgenössischen Alkoholverwaltung für das Jahr 2003 ","2002-09-11",46,"2002-12-04",1,42,"no","none","simple federal decree regarding a funding decision","DFF","","","","","","","FF 2003 100","http://www.admin.ch/opc/fr/federal-gazette/2003/100.pdf","",NA,NA,0,"parl_adopted","","","","","","","","CN/NC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20020014-1",15,1,"20020014","Arrêté fédéral concernant un deuxième crédit additionnel en faveur de l'exposition nationale 2002","Bundesbeschluss über einen zweiten Zusatzkredit zu Gunsten der Landesausstellung 2002","2002-01-30",46,"2002-03-14",1,42,"no","none","simple federal decree regarding a funding decision","DEFR","Expo.02; Nachtragskredit; Darlehen; Subvention; Defizitgarantie","","","","2002-1189","","FF 2002 2633","http://www.admin.ch/opc/fr/federal-gazette/2002/2633.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020015-1",15,0,"20020015","Loi fédérale sur la libre circulation des avocats (Loi sur les avocats, LLCA)","Bundesgesetz über die Freizügigkeit der Anwältinnen und Anwälte (Anwaltsgesetz, BGFA)","2002-01-30",46,"2002-03-22",1,12,"yes","optional","federal law","DFJP","Rechtsanwalt/-anwältin; Freizügigkeit der Arbeitnehmer/innen; EFTA","935.61","RO 2002 2134","http://www.admin.ch/opc/fr/official-compilation/2002/2134.pdf","2002-2482","","FF 2002 2593","http://www.admin.ch/opc/fr/federal-gazette/2002/2593.pdf","",NA,NA,0,"parl_adopted","JC : international modifié de agreement_implementation à flanking_measures
         eu changé de none à agreement_implementation
car ""L’adaptation de la loi sur les avocats constitue une mesure d’accompagnement de la modification de la Convention AELE et correspond 
à celles qui ont été adoptées en même  temps  que  l’accord  sectoriel  entre  la  Suisse  et  la  CE  sur  la  libre  circulation des personnes.""

JC_M (mais pas sur à 100% que j'ai bien compris)","flanking_measures","agreement_implementation","obligation","full_adaptation","2001-06-12","international","CE/SC","IV","no","2002-03-22",183,0,0,"2002-03-22",41,0,0,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","D0766","","",""
"20020016-1",20,0,"20020016","Arrêté fédéral approuvant la gestion du Conseil fédéral, du Tribunal fédéral et du Tribunal fédéral des assurances en 2001","Bundesbeschluss über die Geschäftsführung des Bundesrates, des Bundesgerichts und des Eidgenössischen Versicherungsgerichts im Jahre 2001","2002-02-13",46,"2002-06-11",1,43,"no","none","other simple federal decree","ChF","","","","","","","FF 2002 4161","http://www.admin.ch/opc/fr/federal-gazette/2002/4161.pdf","",NA,NA,0,"parl_adopted","JC : ""Le rapport  de  gestion  2001  du  Conseil  fédéral  n’est  pas  publié  dans  la  Feuille fédérale.  Des  tirés  à  part  peuvent  être  commandés  à  l’Office  fédéral  des  constructions et de la logistique (OFCL), diffusion des publications, 3003 Berne.""

Donc pas de no de page

JC_AC (FMAJ)

JJ_OK","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"20020017-1",16,0,"20020017","Arrêté fédéral concernant l'engagement de l'armée pour la protection de représentations étrangères","Bundesbeschluss über den Einsatz der Armee zum Schutz ausländischer Vertretungen","2002-02-13",46,"2002-03-13",1,43,"no","none","other simple federal decree","DDPS","Armeeeinsatz; ausländische Vertretung in der Schweiz; Polizeikontrolle; Verlängerung des Gesetzes; öffentliche Ordnung; USA","","","","2002-2054","","FF 2002 2632","http://www.admin.ch/opc/fr/federal-gazette/2002/2632.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"civil_rights","","","","","","","","","","","","","","","","",""
"20020019-1",18,0,"20020019","Arrêté fédéral portant approbation de mesures touchant le tarif des douanes","Bundesbeschluss über die Genehmigung von zolltarifarischen Massnahmen ","2002-02-20",46,"2002-06-18",1,43,"no","none","other simple federal decree","DEFR","Zolltarif; Zolltarifpolitik; Getreide; Geflügelfleisch","","","","2002-2060","","FF 2002 4175","http://www.admin.ch/opc/fr/federal-gazette/2002/4175.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CE/SC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"agriculture","","","","","","","","","","","","","","","","",""
"20020020-1",3,0,"20020020","Loi fédérale sur l'imposition du tabac","Bundesgesetz über die Tabakbesteuerung","2002-02-20",46,"2003-03-21",1,12,"yes","optional","federal law","DFF","Tabaksteuer; Gesetz; AHV; Finanzierung; Kompetenzregelung; Suchtprävention; Tabakkonsum","","","","2002-2566","","FF 2003 2539","http://www.admin.ch/opc/fr/federal-gazette/2003/2539.pdf","",NA,NA,2,"parl_adopted","Dans le message il n'y a pas de consultation. Cependant, la large procédure préliminaire décrite entre les pages 4 et 8 fait penser à une consultation. Comme il n'y a pas de consultation dans la liste pour cet objet et que le mot consultation n'apparait pas une seule fois dans le message j'ai codé la phase comme ""other"". 

JC : eu_adaptation changé de compatible_reform à partial_adaptation
international changé de agreement_implementation, WTO à none

JC_M
","none","autonomous_adaptation","none","partial_adaptation","2001-06-05","government","CN/NC","III","yes","2003-03-21",137,43,9,"2003-03-21",29,2,0,"no","none",0,1,"health","","","","","","","","","","","","","","","","",""
"20020021-1",6,0,"20020021","Arrêté fédéral concernant les contributions et les prestations de la Confédération pour le championnat d'Europe de football 2008 (EURO 2008)","Bundesbeschluss über Beiträge und Leistungen des Bundes an die Fussball-Europameisterschaft 2008 (EURO 2008) ","2002-02-27",46,"2002-09-25",1,42,"no","none","simple federal decree regarding a funding decision","DDPS","Fussball; Subvention; Sporteinrichtung; Euro 2008; Österreich; Schweiz; Gesundheitsförderung; soziale Integration","","","","2002-2507","","FF 2002 6135","http://www.admin.ch/opc/fr/federal-gazette/2002/6135.pdf","",NA,NA,0.5,"parl_adopted","","none","none","","no_eu_law","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020022-1",6,0,"20020022","Loi fédérale sur les Ecoles polytechniques fédérales (Loi sur les EPF)","Bundesgesetz über die Eidgenössischen Technischen Hochschulen (ETH-Gesetz)","2002-02-27",46,"2003-03-21",1,12,"yes","optional","federal law","DFI","ETH; Leistungsauftrag; Globalbudget; Technologietransfer; ETH-Rat; New Public Management; Führungsstruktur; Beamtenrecht; Gesetz","414.110","RO 2003 4265","http://www.admin.ch/opc/fr/official-compilation/2003/4265.pdf","2002-3292","","FF 2003 2450","http://www.admin.ch/opc/fr/federal-gazette/2003/2450.pdf","",NA,NA,1,"parl_adopted","JC : changer de preparation à none ?


JC_Q

JJ_OK","none","autonomous_adaptation","preparation","partial_adaptation","2000-03-24","government","CE/SC","III","no","2003-03-21",171,4,15,"2003-03-21",38,0,0,"no","none",1,3,"education_culture_sports","","","","","","","","","","","2001-3","","","","","",""
"20020023-1",14,0,"20020023","Loi fédérale encourageant le logement à loyer ou à prix modérés (Loi sur le logement, LOG)","Bundesgesetz über die Förderung von preisgünstigem Wohnraum (Wohnraumförderungsgesetz, WFG)","2002-02-27",46,"2003-03-21",3,12,"yes","optional","federal law","DEFR","Wohnungsbau; Gesetz; Darlehen; Zinszuschuss; Baudarlehen; Förderung von Baumassnahmen; Rahmenkredit","842","RO 2003 3083","http://www.admin.ch/opc/fr/official-compilation/2003/3083.pdf","2002-2723","","FF 2003 2554","http://www.admin.ch/opc/fr/federal-gazette/2003/2554.pdf","",NA,NA,1,"parl_adopted","","none","none","none","no_eu_law","2000-05-29","parl_committee","CE/SC","III","no","2003-03-21",132,53,5,"2003-03-21",29,5,0,"no","none",1,1,"urban_regional","20003220","20003338","","","","","","","","","2001-30","","","","","",""
"20020023-2",14,0,"20020023","Arrêté fédéral concernant les crédits-cadre pour l'encouragement du logement à loyer ou à prix modérés","Bundesbeschluss über Rahmenkredite für die Förderung von preisgünstigem Wohnraum ","2002-02-27",46,"2003-03-20",3,42,"no","none","simple federal decree regarding a funding decision","DEFR","Wohnungsbau; Gesetz; Darlehen; Zinszuschuss; Baudarlehen; Förderung von Baumassnahmen; Rahmenkredit","","","","2002-2737","","FF 2003 5453","http://www.admin.ch/opc/fr/federal-gazette/2003/5453.pdf","",NA,NA,2,"parl_adopted","","none","none","","no_eu_law","","","CE/SC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",1,1,"macroeconomics","","","","","","","","","","","2001-30","","","","","",""
"20020023-3",14,0,"20020023","Loi fédérale encourageant la construction et l'accession à la propriété de logements (LCAP)","Wohnbau- und Eigentumsförderungsgesetz (WEG) ","2002-02-27",46,"2003-03-21",3,12,"yes","optional","federal law","DEFR","Wohnungsbau; Gesetz; Darlehen; Zinszuschuss; Baudarlehen; Förderung von Baumassnahmen; Rahmenkredit","843","RO 2003 3098","http://www.admin.ch/opc/fr/official-compilation/2003/3098.pdf","2002-2738","","FF 2003 2568","http://www.admin.ch/opc/fr/federal-gazette/2003/2568.pdf","",NA,NA,0,"parl_adopted","","none","none","none","no_eu_law","2000-05-29","mp","CE/SC","III","no","2003-03-21",123,58,7,"2003-03-21",24,8,0,"no","none",1,1,"international_affairs","20003220","20003338","","","","","","","","","2001-30","","","","","",""
"20020024-1",9,0,"20020024","Loi fédérale sur les étrangers (LEtr)","Bundesgesetz über die Ausländerinnen und Ausländer (AuG)","2002-03-08",46,"2005-12-16",1,12,"yes","optional","federal law","DFJP","Aufenthalt von Ausländern/-innen; Ausländerrecht; Arbeitserlaubnis; Freizügigkeit der Arbeitnehmer/innen; Integration der Zuwanderer; Berufswanderung; Familiennachzug; Inhaftierung; Ausschaffung; Einreise von Ausländern/-innen; Grenzkontrolle; Grenzgänger/in; ausländische/r Student/in; Menschenhandel; illegale Zuwanderung; Ausländer/in; ausserparlamentarische Kommission; Rückkehrbeihilfe; Mischehe","142.20","RO 2007 5437","http://www.admin.ch/opc/fr/official-compilation/2007/5437.pdf","2002-3604","","FF 2005 6885","http://www.admin.ch/opc/fr/federal-gazette/2005/6885.pdf","",NA,NA,2,"parl_adopted","JC_OK","none","none","none","compatible_reform","1998-09-10","government","CN/NC","III","no","2005-12-16",106,66,10,"2005-12-16",33,8,4,"no","none",1,2,"immigration","","","","","","","","","","","2000-15","","","","","",""
"20020025-1",19,1,"20020025","Arrêté fédéral concernant le Protocole no 2 à la Convention-cadre européenne sur la coopération transfrontalière des collectivités ou autorités territoriales relatif à la coopération interterritoriale","Bundesbeschluss betreffend das Protokoll Nr. 2 zum Europäischen Rahmenübereinkommen über die grenzüberschreitende Zusammenarbeit zwischen Gebietskörperschaften oder Behörden betreffend die interterritoriale Zusammenarbeit","2002-03-08",46,"2002-10-04",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFAE","grenzüberschreitende Zusammenarbeit; regionale Zusammenarbeit; Rahmenabkommen; Protokoll zu einem Abkommen; Europarat; Europäische Konvention","","RO 2004 831","http://www.admin.ch/opc/fr/official-compilation/2004/831.pdf","2002-2944","","","","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CE/SC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",1,1,"international_affairs","","","","","","","","","","","2001-2","","","","","",""
"20020026-1",10,0,"20020026","Arrêté fédéral concernant la Convention sur les prestations entre la Confédération suisse et la société anonyme des Chemins de fer fédéraux CFF applicable aux années 2003-2006","Bundesbeschluss über die Leistungsvereinbarung zwischen der Schweizerischen Eidgenossenschaft und der Aktiengesellschaft Schweizerische Bundesbahnen SBB für die Jahre 2003 - 2006","2002-03-08",46,"2002-10-01",3,43,"no","none","other simple federal decree","DETEC","SBB; Leistungsauftrag; Investitionspolitik; Schienenfahrzeug; Verkehrszeichengebung; Jahresbericht; Schienenverkehr; Verkehrsinfrastruktur","","","","2002-3153","","FF 2002 6138","http://www.admin.ch/opc/fr/federal-gazette/2002/6138.pdf","",NA,NA,0,"parl_adopted","","none","none","","compatible_reform","","","CE/SC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020026-2",10,0,"20020026","Arrêté fédéral relatif au plafond des dépenses pour l'infrastructure de la société anonyme des Chemins de fer fédéraux CFF applicable aux années 2003-2006","Bundesbeschluss über den Zahlungsrahmen für die Infrastruktur der Aktiengesellschaft Schweizerische Bundesbahnen SBB für die Jahre 2003 - 2006 ","2002-03-08",46,"2002-10-01",3,42,"no","none","simple federal decree regarding a funding decision","DETEC","SBB; Leistungsauftrag; Investitionspolitik; Schienenfahrzeug; Verkehrszeichengebung; Jahresbericht; Schienenverkehr; Verkehrsinfrastruktur","","","","2002-3154","","FF 2002 6139","http://www.admin.ch/opc/fr/federal-gazette/2002/6139.pdf","",NA,NA,0,"parl_adopted","","none","none","","compatible_reform","","","CE/SC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020026-3",10,0,"20020026","Arrêté fédéral relatif à un crédit d'engagement pour l'équipement des véhicules ferroviaires de la signalisation dans la cabine de conduite (ETCS)","Bundesbeschluss über einen Verpflichtungskredit für die Ausrüstung von Schienenfahrzeugen mit einer Führerstandsignalisierung (ETCS) ","2002-03-08",46,"2002-10-01",3,42,"no","none","simple federal decree regarding a funding decision","DETEC","SBB; Leistungsauftrag; Investitionspolitik; Schienenfahrzeug; Verkehrszeichengebung; Jahresbericht; Schienenverkehr; Verkehrsinfrastruktur","","","","2002-3155","","FF 2002 6137","http://www.admin.ch/opc/fr/federal-gazette/2002/6137.pdf","",NA,NA,0,"parl_adopted","","none","none","","compatible_reform","","","CE/SC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020027-1",10,1,"20020027","Arrêté fédéral concernant l'accord entre la Confédération suisse et la République fédérale d'Allemagne relatif à la fourniture de services de la navigation aérienne au-dessus du territoire allemand par la Confédération suisse","","2002-03-08",46,"2003-03-18",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DETEC","Luftverkehrskontrolle; Deutschland; internationales Übereinkommen; Luftverkehr; bilaterales Abkommen; Zürich (Kanton); Baden-Württemberg; Lärmbelästigung; Lärmpegel; Flughafen","","","","","","","","",NA,NA,0,"parl_refusal","","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"","","","","","","","","","","","","","","","","",""
"20020029-1",20,0,"20020029","Arrêté fédéral accordant la garantie fédérale à des constitutions cantonales révisées","Bundesbeschluss über die Gewährleistung geänderter Kantonsverfassungen","2002-03-15",46,"2002-09-23",1,43,"no","none","other simple federal decree","DFJP","Gewährleistung kantonaler Verfassungen; Kantonsverfassung; Luzern (Kanton); Obwalden; Glarus (Kanton); Solothurn (Kanton); Basel-Land; Appenzell Innerrhoden; Thurgau; Auskunftspflicht der Verwaltung","","","","2002-3318","","FF 2002 6133","http://www.admin.ch/opc/fr/federal-gazette/2002/6133.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"government_admin","","","","","","","","","","","","","","","","",""
"20020031-1",15,0,"20020031","Loi fédérale modifiant l'arrêté fédéral concernant des mesures urgentes dans le domaine du droit de timbre de négociation","Bundesgesetz über die Änderung des Bundesbeschlusses über dringliche Massnahmen im Bereich der Umsatzabgabe","2002-04-10",46,"2002-06-21",2,12,"yes","optional","federal law","DFF","Verlängerung des Gesetzes; Umsatzsteuer; Stempelsteuer; Steuerabzug; Kapitalanlagegesellschaft; Lebensversicherung; Berufliche Vorsorge; Doppelbesteuerung; Finanzplatz Schweiz; Effektenhandel","641.10","RO 2002 3645","http://www.admin.ch/opc/fr/official-compilation/2002/3645.pdf","2002-3369","","FF 2002 4157","http://www.admin.ch/opc/fr/federal-gazette/2002/4157.pdf","",NA,NA,0,"parl_adopted","","none","none","none","no_eu_law","2000-12-15","government","CE/SC","V","no","2002-06-21",165,18,NA,"2002-06-21",40,0,0,"no","none",0,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020031-2",15,0,"20020031","Loi fédérale instaurant de nouvelles mesures urgentes dans le domaine du droit de timbre de négociation","Bundesgesetz über neue dringliche Massnahmen im Bereich der Umsatzabgabe","2002-04-10",46,"2002-06-21",2,12,"yes","optional","federal law","DFF","Verlängerung des Gesetzes; Umsatzsteuer; Stempelsteuer; Steuerabzug; Kapitalanlagegesellschaft; Lebensversicherung; Berufliche Vorsorge; Doppelbesteuerung; Finanzplatz Schweiz; Effektenhandel","641.10","RO 2002 3646","http://www.admin.ch/opc/fr/official-compilation/2002/3646.pdf","2002-3370","","FF 2002 4156","http://www.admin.ch/opc/fr/federal-gazette/2002/4156.pdf","",NA,NA,0,"parl_adopted","","none","none","none","no_eu_law","2000-12-15","government","CE/SC","V","no","2002-06-21",163,18,NA,"2002-06-21",40,0,0,"no","none",0,0,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020032-1",10,0,"20020032","Loi fédérale sur la circulation routière (LCR)","Strassenverkehrsgesetz (SVG)","2002-04-10",46,"2002-10-04",2,12,"yes","optional","federal law","DFJP","Haftpflichtversicherung; Motorfahrzeugversicherung; Verkehrsunfall; Schadenersatz; Strassenverkehrsordnung; Richtlinie EU; internationaler Tourismus; Versicherungsaufsicht; Gesetz","741.01","RO 2003 222","http://www.admin.ch/opc/fr/official-compilation/2003/222.pdf","","","FF 2002 6106","http://www.admin.ch/opc/fr/federal-gazette/2002/6106.pdf","",NA,NA,0,"parl_adopted","Pas trouvé de ff_input  (devrait être vers  2002 4119 et suivants)

JC_AC","none","autonomous_adaptation","none","full_adaptation","2000-05-16","government","CN/NC","III","no","2002-10-04",171,2,1,"2002-10-04",43,2,0,"no","none",0,1,"","","","","","","","","","","","","","","","","",""
"20020032-2",15,0,"20020032","Loi fédérale sur la surveillance des institutions d'assurance privées (Loi sur la surveillance des assurances, LSA)","Bundesgesetz betreffend die Aufsicht über die privaten Versicherungseinrichtungen (Versicherungsaufsichtsgesetz, VAG)","2002-04-10",46,"2002-10-04",2,12,"yes","optional","federal law","DFJP","Haftpflichtversicherung; Motorfahrzeugversicherung; Verkehrsunfall; Schadenersatz; Strassenverkehrsordnung; Richtlinie EU; internationaler Tourismus; Versicherungsaufsicht; Gesetz","961.01","RO 2003 232","http://www.admin.ch/opc/fr/official-compilation/2003/232.pdf","","","FF 2002 6064","http://www.admin.ch/opc/fr/federal-gazette/2002/6064.pdf","",NA,NA,0,"parl_adopted","Pas trouvé de ff_input  (devrait être vers  2002 4119 et suivants)

JC_AC","none","autonomous_adaptation","none","full_adaptation","2000-05-16","government","CN/NC","III","no","2002-10-04",177,0,0,"2002-10-04",44,1,0,"no","none",0,1,"","","","","","","","","","","","","","","","","",""
