"id","last_name","first_name","gender","citizenship","canton_abbreviation","council_id","council_abbreviation","council_type","faction_id","faction_abbreviation","party_abbreviation","download_date","birth_date","death_date","membership_entry_date","membership_leaving_date","mp_name"
749,"Martin","Paul-René","m","Lausanne (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1929-10-17","2002-04-14","1987-11-30","1991-11-24","Paul-René Martin"
4167,"Martullo-Blocher","Magdalena","f","Schattenhalb (BE), Meilen (ZH), Zürich (ZH)","GR",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1969-08-13","","2015-11-30","","Magdalena Martullo-Blocher"
374,"Marty","Dick","m","Guttet (VS), Lugano (TI)","TI",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1945-01-07","","1995-12-04","2003-11-30","Dick Marty"
374,"Marty","Dick","m","Guttet (VS), Lugano (TI)","TI",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1945-01-07","","2003-12-01","2003-12-03","Dick Marty"
374,"Marty","Dick","m","Guttet (VS), Lugano (TI)","TI",2,"CE","S",1,"RL","PLR","2016-12-08 18:12:56","1945-01-07","","2003-12-04","2007-12-02","Dick Marty"
374,"Marty","Dick","m","Guttet (VS), Lugano (TI)","TI",2,"CE","S",1,"RL","PLR","2016-12-08 18:12:56","1945-01-07","","2007-12-03","2008-11-21","Dick Marty"
374,"Marty","Dick","m","Guttet (VS), Lugano (TI)","TI",2,"CE","S",1,"RL","PLR","2016-12-08 18:12:56","1945-01-07","","2008-11-22","2011-12-04","Dick Marty"
551,"Marty Kälin","Barbara","f","Zürich (ZH), Malans (GR)","ZH",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1954-03-28","","2000-06-05","2003-11-30","Barbara Marty Kälin"
551,"Marty Kälin","Barbara","f","Zürich (ZH), Malans (GR)","ZH",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1954-03-28","","2003-12-01","2007-12-02","Barbara Marty Kälin"
642,"Mascarin-Bircher","Ruth","f","Breno (TI)","BS",1,"CN","N",10,"T","PdT","2016-12-08 18:12:56","1945-08-18","","1979-11-26","1979-12-31","Ruth Mascarin-Bircher"
642,"Mascarin-Bircher","Ruth","f","Breno (TI)","BS",1,"CN","N",10,"T","PdT","2016-12-08 18:12:56","1945-08-18","","1980-01-01","1985-06-01","Ruth Mascarin-Bircher"
2655,"Masina","Francesco","m","Caslano (TI)","TI",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1886-11-19","1966-09-15","1951-12-03","1957-12-31","Francesco Masina"
2655,"Masina","Francesco","m","Caslano (TI)","TI",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1886-11-19","1966-09-15","1958-01-01","1959-12-06","Francesco Masina"
787,"Masoni","Franco","m","Lugano (TI)","TI",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1928-07-05","","1967-02-27","1975-11-30","Franco Masoni"
787,"Masoni","Franco","m","Lugano (TI)","TI",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1928-07-05","","1975-12-01","1975-12-31","Franco Masoni"
787,"Masoni","Franco","m","Lugano (TI)","TI",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1928-07-05","","1976-01-01","1979-11-25","Franco Masoni"
787,"Masoni","Franco","m","Lugano (TI)","TI",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1928-07-05","","1983-11-28","1987-11-29","Franco Masoni"
787,"Masoni","Franco","m","Lugano (TI)","TI",2,"CE*","S",1,"R","PLR","2016-12-08 18:12:56","1928-07-05","","1987-11-30","1988-11-28","Franco Masoni"
787,"Masoni","Franco","m","Lugano (TI)","TI",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1928-07-05","","1988-11-29","1991-11-24","Franco Masoni"
142,"Maspoli","Flavio","m","Morcote (TI)","TI",1,"CN","N",9,"D","Lega","2016-12-08 18:12:56","1950-01-29","2007-06-12","1991-11-25","1995-12-03","Flavio Maspoli"
142,"Maspoli","Flavio","m","Morcote (TI)","TI",1,"CN","N",8,"F","Lega","2016-12-08 18:12:56","1950-01-29","2007-06-12","1995-12-04","1996-11-24","Flavio Maspoli"
142,"Maspoli","Flavio","m","Morcote (TI)","TI",1,"CN","N",101,"D","Lega","2016-12-08 18:12:56","1950-01-29","2007-06-12","1996-11-25","1998-12-18","Flavio Maspoli"
142,"Maspoli","Flavio","m","Morcote (TI)","TI",1,"CN","N",99,"-","Lega","2016-12-08 18:12:56","1950-01-29","2007-06-12","1998-12-19","1999-03-16","Flavio Maspoli"
142,"Maspoli","Flavio","m","Morcote (TI)","TI",1,"CN","N",8,"F","Lega","2016-12-08 18:12:56","1950-01-29","2007-06-12","1999-03-17","1999-12-05","Flavio Maspoli"
142,"Maspoli","Flavio","m","Morcote (TI)","TI",1,"CN","N",99,"-","Lega","2016-12-08 18:12:56","1950-01-29","2007-06-12","1999-12-06","2003-11-30","Flavio Maspoli"
2656,"Maspoli","Franco","m","Coldrerio (TI)","TI",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1908-11-22","1974-10-17","1943-03-30","1957-12-31","Franco Maspoli"
2656,"Maspoli","Franco","m","Coldrerio (TI)","TI",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1908-11-22","1974-10-17","1958-01-01","1965-09-01","Franco Maspoli"
4130,"Masshardt","Nadine","f","Bern (BE), Mühlethurnen (BE)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1984-10-04","","2013-03-04","2015-11-29","Nadine Masshardt"
4130,"Masshardt","Nadine","f","Bern (BE), Mühlethurnen (BE)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1984-10-04","","2015-11-30","","Nadine Masshardt"
2657,"Masson","Eugène","m","Ecublens (VD)","VD",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1877-01-15","1944-03-15","1925-12-07","1934-03-01","Eugène Masson"
2657,"Masson","Eugène","m","Ecublens (VD)","VD",1,"CN","N",99,"-","FSS","2016-12-08 18:12:56","1877-01-15","1944-03-15","1939-12-04","1941-06-12","Eugène Masson"
750,"Massy","Claude","m","Mies (VD)","VD",1,"CN","N",7,"L","PLD","2016-12-08 18:12:56","1927-08-12","2015-10-04","1979-11-26","1980-11-30","Claude Massy"
750,"Massy","Claude","m","Mies (VD)","VD",1,"CN","N",7,"L","PLD","2016-12-08 18:12:56","1927-08-12","2015-10-04","1980-12-01","1991-11-24","Claude Massy"
493,"Mathys","Hans Ulrich","m","Kölliken (AG)","AG",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1946-06-03","","1999-12-06","2003-11-30","Hans Ulrich Mathys"
493,"Mathys","Hans Ulrich","m","Kölliken (AG)","AG",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1946-06-03","","2003-12-01","2007-12-02","Hans Ulrich Mathys"
631,"Matossi","Franco","m","Poschiavo (GR)","TG",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1919-01-31","2012-08-18","1975-12-01","1979-11-25","Franco Matossi"
631,"Matossi","Franco","m","Poschiavo (GR)","TG",2,"CE","S",4,"V","UDC","2016-12-08 18:12:56","1919-01-31","2012-08-18","1979-11-26","1987-11-29","Franco Matossi"
2658,"Matt","Johannn Jakob","m","Ziefen (BL)","BL",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1814-04-03","1882-05-12","1848-11-06","1849-04-01","Johannn Jakob Matt"
4144,"Matter","Thomas","m","Muhen (AG), Sissach (BL)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1966-03-23","","2014-06-02","2015-11-29","Thomas Matter"
4144,"Matter","Thomas","m","Muhen (AG), Sissach (BL)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1966-03-23","","2015-11-30","","Thomas Matter"
2659,"Matthey","Charles-Jules","m","Savagnier (NE)","NE",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1814-12-07","1863-07-28","1854-12-04","1857-12-06","Charles-Jules Matthey"
143,"Matthey","Francis","m","Le Locle (NE)","NE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1942-06-17","","1987-11-30","1995-12-03","Francis Matthey"
2660,"Matthey","Jules","m","La Chaux-de-Fonds (NE)","NE",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1818-01-01","1878-01-01","1848-11-06","1849-10-01","Jules Matthey"
144,"Mauch","Rolf","m","Teufenthal (AG)","AG",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1934-05-22","1995-08-02","1987-11-30","1995-08-02","Rolf Mauch"
145,"Mauch","Ursula","f","Teufenthal (AG)","AG",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1935-03-29","","1979-11-26","1995-12-03","Ursula Mauch"
2661,"Maunoir","Albert-Edouard","m","Genf (GE)","GE",1,"CN","N",7,"L","PLD","2016-12-08 18:12:56","1863-10-03","1929-03-03","1914-12-07","1929-03-03","Albert-Edouard Maunoir"
2662,"Maurer","Fritz","m","Diepflingen (BL)","BL",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1901-10-11","1991-01-20","1963-12-02","1967-12-03","Fritz Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1950-12-01","","1991-11-25","1995-12-03","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1950-12-01","","1995-12-04","2003-11-30","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1950-12-01","","2003-12-01","2007-12-02","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",1,"CN","N",4,"V","UDC","2016-12-08 18:12:56","1950-12-01","","2007-12-03","2008-12-31","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",3,"BR","B",0,"-","SVP","2016-12-08 18:12:56","1950-12-01","","2009-01-01","2011-12-31","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",3,"BR","B",0,"-","SVP","2016-12-08 18:12:56","1950-12-01","","2012-01-01","2012-12-31","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",3,"BR*","B",0,"-","SVP","2016-12-08 18:12:56","1950-12-01","","2013-01-01","2013-12-31","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",3,"BR","B",0,"-","SVP","2016-12-08 18:12:56","1950-12-01","","2014-01-01","2015-12-31","Ueli Maurer"
146,"Maurer","Ueli","m","Hinwil (ZH), Adelboden (BE)","ZH",3,"BR","B",0,"-","SVP","2016-12-08 18:12:56","1950-12-01","","2016-01-01","","Ueli Maurer"
2663,"Mauroux","René","m","Cheyres (FR)","FR",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1912-04-06","1984-05-03","1943-12-06","1951-03-01","René Mauroux"
341,"Maury Pasquier","Liliane","f","Veyrier (GE)","GE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1956-12-16","","1995-12-04","2001-11-25","Liliane Maury Pasquier"
341,"Maury Pasquier","Liliane","f","Veyrier (GE)","GE",1,"CN*","N",2,"S","PSS","2016-12-08 18:12:56","1956-12-16","","2001-11-26","2002-11-25","Liliane Maury Pasquier"
341,"Maury Pasquier","Liliane","f","Veyrier (GE)","GE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1956-12-16","","2002-11-26","2003-11-30","Liliane Maury Pasquier"
341,"Maury Pasquier","Liliane","f","Veyrier (GE)","GE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1956-12-16","","2003-12-01","2007-12-02","Liliane Maury Pasquier"
341,"Maury Pasquier","Liliane","f","Veyrier (GE)","GE",2,"CE","S",2,"S","PSS","2016-12-08 18:12:56","1956-12-16","","2007-12-03","2011-12-04","Liliane Maury Pasquier"
341,"Maury Pasquier","Liliane","f","Veyrier (GE)","GE",2,"CE","S",2,"S","PSS","2016-12-08 18:12:56","1956-12-16","","2011-12-05","2015-11-29","Liliane Maury Pasquier"
341,"Maury Pasquier","Liliane","f","Veyrier (GE)","GE",2,"CE","S",2,"S","PSS","2016-12-08 18:12:56","1956-12-16","","2015-11-30","","Liliane Maury Pasquier"
1217,"Mayer","Oscar","m","Schleins (GR)","GR",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1916-06-04","2011-10-09","1963-03-04","1963-12-01","Oscar Mayer"
2664,"Mayor","G.-François-Isaac","m","Genf (GE)","GE",1,"CN","N",126,"MC","PLR","2016-12-08 18:12:56","1818-10-19","1899-05-09","1878-12-02","1881-12-04","G.-François-Isaac Mayor"
2665,"Mayor","Jules","m","Grandcour (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1884-08-14","1935-10-10","1928-12-03","1935-10-10","Jules Mayor"
2666,"Mayor","Louis","m","Le Châtelard-sur-Lutry (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1832-05-09","1896-09-13","1876-06-05","1878-12-01","Louis Mayor"
2666,"Mayor","Louis","m","Le Châtelard-sur-Lutry (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1832-05-09","1896-09-13","1881-06-06","1887-12-04","Louis Mayor"
2667,"Mayor","Louis-Ernest","m","Le Châtelard-sur-Lutry (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1880-01-28","1939-08-15","1921-06-06","1922-12-03","Louis-Ernest Mayor"
4186,"Mazzone","Lisa","f","Versoix (GE)","GE",1,"CN","N",6,"G","PES","2016-12-08 18:12:56","1988-01-25","","2015-11-30","","Lisa Mazzone"
2668,"Meier","Christian","m","Schleitheim (SH)","GL",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1889-06-03","1959-12-03","1943-12-06","1959-12-03","Christian Meier"
2669,"Meier","Ernst","m","Einsiedeln (SZ)","AG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1897-06-07","1979-01-29","1942-06-02","1957-12-31","Ernst Meier"
2669,"Meier","Ernst","m","Einsiedeln (SZ)","AG",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1897-06-07","1979-01-29","1958-01-01","1963-12-01","Ernst Meier"
1218,"Meier","Fritz","m","Eglisau (ZH)","ZH",1,"CN","N",99,"-","DS","2016-12-08 18:12:56","1914-08-05","2009-01-12","1990-06-09","1991-11-24","Fritz Meier"
2670,"Meier","Gottlieb","m","Neerach (ZH)","TG",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1878-06-14","1957-11-06","1941-06-09","1943-12-05","Gottlieb Meier"
788,"Meier","Hans","m","Niederurnen (GL)","GL",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1920-09-17","2008-10-13","1978-06-05","1990-05-01","Hans Meier"
147,"Meier","Hans","m","Glattfelden (ZH), Uetikon am See (ZH)","ZH",1,"CN","N",6,"G","PES","2016-12-08 18:12:56","1933-05-19","","1987-11-30","1995-12-03","Hans Meier"
147,"Meier","Hans","m","Glattfelden (ZH), Uetikon am See (ZH)","ZH",1,"CN","N",6,"G","PES","2016-12-08 18:12:56","1933-05-19","","1995-12-04","1999-12-05","Hans Meier"
2671,"Meier","Jean","m","Olten (SO)","SO",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1881-12-21","1946-12-29","1940-09-17","1946-12-29","Jean Meier"
148,"Meier","Josi J.","f","Luzern (LU)","LU",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1926-08-31","2006-11-05","1971-11-29","1983-03-14","Josi J. Meier"
148,"Meier","Josi J.","f","Luzern (LU)","LU",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1926-08-31","2006-11-05","1983-03-15","1991-11-24","Josi J. Meier"
148,"Meier","Josi J.","f","Luzern (LU)","LU",2,"CE*","S",3,"C","PDC","2016-12-08 18:12:56","1926-08-31","2006-11-05","1991-11-25","1992-11-30","Josi J. Meier"
148,"Meier","Josi J.","f","Luzern (LU)","LU",2,"CE","S",3,"C","PDC","2016-12-08 18:12:56","1926-08-31","2006-11-05","1992-12-01","1995-12-03","Josi J. Meier"
678,"Meier","Kaspar","m","Luzern (LU), Rothenburg (LU)","LU",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1917-10-20","1998-04-21","1971-11-29","1975-12-31","Kaspar Meier"
678,"Meier","Kaspar","m","Luzern (LU), Rothenburg (LU)","LU",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1917-10-20","1998-04-21","1976-01-01","1983-11-27","Kaspar Meier"
2672,"Meier","Rudolf","m","Eglisau (ZH)","ZH",1,"CN","N",4,"BGB","UDC","2016-12-08 18:12:56","1907-01-30","1986-06-30","1943-12-06","1951-12-02","Rudolf Meier"
2672,"Meier","Rudolf","m","Eglisau (ZH)","ZH",2,"CE","S",4,"BGB","UDC","2016-12-08 18:12:56","1907-01-30","1986-06-30","1960-06-07","1967-12-03","Rudolf Meier"
149,"Meier","Samuel","m","Unterkulm (AG)","AG",1,"CN","N",5,"U","AdI","2016-12-08 18:12:56","1948-06-02","1999-01-02","1990-11-26","1995-12-03","Samuel Meier"
149,"Meier","Samuel","m","Unterkulm (AG)","AG",1,"CN","N",5,"U","AdI","2016-12-08 18:12:56","1948-06-02","1999-01-02","1995-12-04","1999-01-02","Samuel Meier"
679,"Meier","Werner","m","Obergösgen (SO)","BE",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1916-10-01","2007-05-16","1975-12-01","1983-11-27","Werner Meier"
2673,"Meierhans","Paul","m","Oberlunkhofen (AG)","ZH",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1895-08-30","1976-03-18","1935-12-02","1950-06-01","Paul Meierhans"
2674,"Meier-Ragg","Arnold","m","Zürich (ZH)","ZH",1,"CN","N",106,"DEM","Dém*","2016-12-08 18:12:56","1906-08-04","1964-12-07","1963-12-02","1964-12-07","Arnold Meier-Ragg"
494,"Meier-Schatz","Lucrezia","f","Tartar (GR)","SG",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1952-01-04","","1999-12-06","2003-11-30","Lucrezia Meier-Schatz"
494,"Meier-Schatz","Lucrezia","f","Tartar (GR)","SG",1,"CN","N",3,"C","PDC","2016-12-08 18:12:56","1952-01-04","","2003-12-01","2007-12-02","Lucrezia Meier-Schatz"
494,"Meier-Schatz","Lucrezia","f","Tartar (GR)","SG",1,"CN","N",3,"CEg","PDC","2016-12-08 18:12:56","1952-01-04","","2007-12-03","2011-12-04","Lucrezia Meier-Schatz"
494,"Meier-Schatz","Lucrezia","f","Tartar (GR)","SG",1,"CN","N",3,"CE","PDC","2016-12-08 18:12:56","1952-01-04","","2011-12-05","2015-11-29","Lucrezia Meier-Schatz"
2675,"Meile","Wilhelm","m","Mosnang (SG)","BS",1,"CN","N",3,"K","PDC","2016-12-08 18:12:56","1886-08-06","1973-12-09","1935-12-02","1938-06-01","Wilhelm Meile"
2676,"Meili","Armin","m","Zürich (ZH), Luzern (LU)","ZH",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1892-04-30","1981-10-23","1939-12-04","1955-12-04","Armin Meili"
2677,"Meili","Jakob","m","Pfyn (TG), Dinhard (ZH)","TG",1,"CN","N",4,"BGB","UDC","2016-12-08 18:12:56","1872-04-14","1960-01-16","1920-06-07","1942-12-01","Jakob Meili"
2678,"Meister","Ulrich jun.","m","Benken (ZH)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1838-01-04","1917-02-03","1882-01-23","1890-11-30","Ulrich jun. Meister"
2678,"Meister","Ulrich jun.","m","Benken (ZH)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1838-01-04","1917-02-03","1892-05-30","1902-04-01","Ulrich jun. Meister"
2678,"Meister","Ulrich jun.","m","Benken (ZH)","ZH",1,"CN*","N",122,"LD","Lib*","2016-12-08 18:12:56","1838-01-04","1917-02-03","1902-04-02","1902-06-02","Ulrich jun. Meister"
2678,"Meister","Ulrich jun.","m","Benken (ZH)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1838-01-04","1917-02-03","1902-06-03","1911-12-03","Ulrich jun. Meister"
2679,"Meister","Ulrich sen.","m","Benken (ZH)","ZH",1,"CN","N",122,"LD","Lib*","2016-12-08 18:12:56","1801-08-26","1874-04-01","1856-01-21","1866-12-02","Ulrich sen. Meister"
2680,"Meister","Werner","m","Sumiswald (BE)","BE",1,"CN","N",4,"BGB","UDC","2016-12-08 18:12:56","1889-10-31","1969-09-18","1946-03-19","1959-12-06","Werner Meister"
751,"Meizoz","Bernard","m","Riddes (VS)","VD",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1927-02-13","2011-02-13","1971-11-29","1991-11-24","Bernard Meizoz"
2681,"Melly","Armand","m","La Rippe (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1882-06-20","1986-01-18","1939-12-04","1947-11-30","Armand Melly"
495,"Menétrey-Savary","Anne-Catherine","f","Poliez-le-Grand (VD)","VD",1,"CN","N",6,"G","PES","2016-12-08 18:12:56","1938-01-29","","1999-12-06","2003-11-30","Anne-Catherine Menétrey-Savary"
495,"Menétrey-Savary","Anne-Catherine","f","Poliez-le-Grand (VD)","VD",1,"CN","N",6,"G","PES","2016-12-08 18:12:56","1938-01-29","","2003-12-01","2005-11-18","Anne-Catherine Menétrey-Savary"
495,"Menétrey-Savary","Anne-Catherine","f","Poliez-le-Grand (VD)","VD",1,"CN","N",6,"G","PES","2016-12-08 18:12:56","1938-01-29","","2005-11-19","2007-12-02","Anne-Catherine Menétrey-Savary"
2682,"Meng","Hans","m","St. Peter (GR)","GR",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1884-02-11","1976-03-09","1919-12-01","1922-01-15","Hans Meng"
2683,"Menoud","Fr.-Xavier","m","La Magne (FR), La Joux (FR)","FR",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1821-07-26","1904-09-15","1872-12-02","1883-04-01","Fr.-Xavier Menoud"
2684,"Mercier","Charles Philippe","m","Lausanne (VD), Glarus (GL)","GL",1,"CN","N",126,"MC","Lib*","2016-12-08 18:12:56","1844-01-09","1889-12-27","1884-06-04","1887-12-04","Charles Philippe Mercier"
2684,"Mercier","Charles Philippe","m","Lausanne (VD), Glarus (GL)","GL",2,"CE","S",126,"MC","Lib*","2016-12-08 18:12:56","1844-01-09","1889-12-27","1888-06-04","1889-12-27","Charles Philippe Mercier"
2685,"Mercier","Joachim","m","Lausanne (VD), Glarus (GL)","GL",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1878-12-01","1946-03-10","1936-06-02","1946-02-08","Joachim Mercier"
2686,"Mercier","Lucien","m","Penthéréaz (VD)","VD",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1882-04-25","1946-06-02","1922-12-04","1931-12-06","Lucien Mercier"
2687,"Mercier","Philippe","m","Lausanne (VD), Glarus (GL)","GL",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1872-09-06","1936-01-16","1907-06-03","1912-12-03","Philippe Mercier"
2687,"Mercier","Philippe","m","Lausanne (VD), Glarus (GL)","GL",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1872-09-06","1936-01-16","1912-12-04","1916-11-30","Philippe Mercier"
2687,"Mercier","Philippe","m","Lausanne (VD), Glarus (GL)","GL",2,"CE*","S",1,"R","PLR","2016-12-08 18:12:56","1872-09-06","1936-01-16","1916-12-01","1917-12-02","Philippe Mercier"
2687,"Mercier","Philippe","m","Lausanne (VD), Glarus (GL)","GL",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1872-09-06","1936-01-16","1917-12-03","1936-01-16","Philippe Mercier"
2688,"Merian","Joh. Rudolf","m","Basel (BS)","BS",2,"CE","S",126,"MC","Zent (BS)*","2016-12-08 18:12:56","1797-03-15","1871-10-25","1853-07-04","1855-07-01","Joh. Rudolf Merian"
2689,"Merkle","Gustave","m","Ermatingen (TG)","TG",1,"CN","N",1,"R","Lib*","2016-12-08 18:12:56","1822-01-11","1907-03-26","1875-03-08","1899-12-03","Gustave Merkle"
4140,"Merlini","Giovanni","m","Minusio (TI)","TI",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1962-05-27","","2014-03-10","2015-11-29","Giovanni Merlini"
4140,"Merlini","Giovanni","m","Minusio (TI)","TI",1,"CN","N",1,"RL","PLR","2016-12-08 18:12:56","1962-05-27","","2015-11-30","","Giovanni Merlini"
2690,"Mermod","John-Edouard","m","Ste-Croix (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1882-04-08","1972-03-07","1928-12-18","1936-09-01","John-Edouard Mermod"
2691,"Mermoud","John Henri","m","Poliez-le-Grand (VD)","VD",1,"CN","N",1,"R","PLR","2016-12-08 18:12:56","1863-02-08","1934-06-23","1914-03-23","1919-11-01","John Henri Mermoud"
680,"Merz","Christian","m","Basel (BS), Aarau (AG)","AR",1,"CN","N",2,"S","PSS","2016-12-08 18:12:56","1943-12-31","","1974-11-25","1983-11-27","Christian Merz"
398,"Merz","Hans-Rudolf","m","Beinwil am See (AG)","AR",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1942-11-10","","1997-09-22","2003-11-30","Hans-Rudolf Merz"
398,"Merz","Hans-Rudolf","m","Beinwil am See (AG)","AR",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1942-11-10","","2003-12-01","2003-12-03","Hans-Rudolf Merz"
398,"Merz","Hans-Rudolf","m","Beinwil am See (AG)","AR",2,"CE","S",1,"RL","PLR","2016-12-08 18:12:56","1942-11-10","","2003-12-04","2003-12-09","Hans-Rudolf Merz"
398,"Merz","Hans-Rudolf","m","Beinwil am See (AG)","AR",3,"BR","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1942-11-10","","2003-12-10","2007-12-31","Hans-Rudolf Merz"
398,"Merz","Hans-Rudolf","m","Beinwil am See (AG)","AR",3,"BR","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1942-11-10","","2008-01-01","2008-12-31","Hans-Rudolf Merz"
398,"Merz","Hans-Rudolf","m","Beinwil am See (AG)","AR",3,"BR*","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1942-11-10","","2009-01-01","2009-12-31","Hans-Rudolf Merz"
398,"Merz","Hans-Rudolf","m","Beinwil am See (AG)","AR",3,"BR","B",0,"-","FDP-Liberale","2016-12-08 18:12:56","1942-11-10","","2010-01-01","2010-10-31","Hans-Rudolf Merz"
2692,"Merz","Karl Josef Leonhard","m","Unterägeri (ZG)","ZG",1,"CN","N",125,"LG","Lib*","2016-12-08 18:12:56","1818-12-15","1886-04-24","1867-10-01","1872-12-01","Karl Josef Leonhard Merz"
2693,"Merz","Leo","m","Thun (BE), Hägendorf (SO)","BE",2,"CE","S",1,"R","PLR","2016-12-08 18:12:56","1869-07-13","1952-09-21","1918-09-16","1919-11-01","Leo Merz"
2694,"Mesmer","Johann","m","Muttenz (BL)","BL",1,"CN","N",125,"LG","PLR","2016-12-08 18:12:56","1791-12-13","1870-11-09","1851-12-01","1854-12-03","Johann Mesmer"
2695,"Messmer","Anton August","m","Thal (SG)","SG",2,"CE","S",3,"K","PDC","2016-12-08 18:12:56","1858-02-01","1937-05-03","1919-12-01","1929-12-01","Anton August Messmer"
2695,"Messmer","Anton August","m","Thal (SG)","SG",2,"CE*","S",3,"K","PDC","2016-12-08 18:12:56","1858-02-01","1937-05-03","1929-12-02","1930-12-01","Anton August Messmer"
