"consultation_date_end","consultation_date_start","consultation_department","consultation_id","consultation_title"
"2004-10-22","NA","DFJP","2004-28","Teilrevision der Grundbuchverordnung"
"2004-05-31","NA","ChF","2004-3","Convention entre la Confédération suisse et les cantons"
"2004-09-30","2004-06-18","DFF","2004-30","Loi fédérale régissant la taxe sur la valeur ajoutée (décompte annuel)"
"2004-09-10","2004-08-31","DFF","2004-31","Loi fédérale sur la fiscalité de l'épargne"
"2005-01-31","2004-11-02","DFF","2004-33","Sanctions liées à la surveillance des marchés financiers"
"2004-11-20","2004-11-09","DFF","2004-35","Programme d<U+0092>allégement 2004 (PAB 04)"
"2004-11-15","NA","DFF","2004-36","Ordonnance sur la surveillance des entreprises d'assurance privées (OS)"
"2004-08-13","2004-05-12","DETEC","2004-38","Ordonnance sur l<U+0092>énergie nucléaire"
"2004-10-15","2004-07-16","DETEC","2004-40","Révision de la loi sur les chemins de fer (interopérabilité)"
"2004-09-23","NA","DETEC","2004-43","Projet de ligne 132 kV Rapperswil - Ricken (-Gossau)"
"2004-11-30","NA","DETEC","2004-44","Consultation relative à l'adaptation de prescriptions techniques relatives aux véhicules et nouvelle réglementation concernant la dispense de la réception par type"
"2004-12-01","NA","DETEC","2004-45","Message relatif aux modifications du financement des projets FTP"
"2005-01-31","NA","DETEC","2004-46","Consultation portant sur la modification de l'ordonnance du DETEC relative à l<U+0092>entretien et au contrôle subséquent des voitures automobiles en ce qui concerne les émissions de gaz d<U+0092>échappement et de fumées"
"2005-02-28","NA","DETEC","2004-47","Modification de cinq ordonnances du département relatives au permis pour l<U+0092>utilisation de produits destinés au traitement des plantes et à la conservation du bois, ainsi que pour l<U+0092>utilisation de fluides frigorigènes"
"2005-03-18","NA","DETEC","2004-48","Règlement de la Navigation sur le lac de Constance"
"2004-06-30","2004-03-29","DFI","2004-5","Introduction de prestations complémentaires pour familles au niveau fédéral (modèle tessinois)"
"2004-07-15","2004-04-08","DFE","2004-51","Avant-projet de loi sur l'information et la protection des consommateurs (LIPC)"
"2004-03-01","NA","DFE","2004-54","Révision partielle de l'ordonnance concernant l'élimination des déchets animaux et de l'ordonnance sur les épizooties"
"2004-05-14","NA","DFE","2004-55","Révision de l<U+0092>ordonnance sur la qualité du lait"
"2004-07-15","NA","DFE","2004-56","Projet d'ordonnance concernant les conditions minimales de reconnaissance des filières de formation et des études postdiplômes des écoles supérieures (ordonnance sur les écoles supérieures)"
"2004-07-31","NA","DFE","2004-57","Dispositions d<U+0092>exécution relatives à l'exemption du contingentement laitier"
"2005-02-13","NA","DFE","2004-58","Rapport phosphore"
"2005-03-01","NA","DFE","2004-59","Révision de l<U+0092>'Ordonnance sur la qualité du lait"
"2005-03-15","2005-01-25","DFI","2005-1","Modification de l'ordonnance sur la prévoyance professionnelle vieillesse, survivants et invalidité (OPP 2) suite à la 1ère révision de la LPP (3ème paquet)"
"2005-09-30","2005-06-10","DFI","2005-10","Recensement 2010"
"2005-10-10","NA","DFI","2005-11","Loi fédérale sur l'assurance-maladie. Révision partielle. Amélioration du mécanisme de compensations des risques"
"2005-10-14","2005-09-12","DFI","2005-12","Abrogation de l'ordonnance d'exécution du 20 juin 1930 de la loi fédérale sur la lutte contre la tuberculose. Révision de l'ordonnance sur les mesures à prendre par le Service sanitaire de frontière"
"2005-10-26","NA","DFI","2005-13","Loi fédérale sur l'assurance-maladie. Révision partielle. Financement hospitalier"
"2006-02-28","2005-12-19","DFI","2005-14","Dispositions d'exécution de la loi sur la transplantation"
"2005-12-07","2005-09-14","DFJP","2005-22","Adaptation des structures d'asile, modification de l'ordonnance 2 sur l'asile relative au financement et d'autres ordonnances"
"2005-03-31","NA","DFJP","2005-26","Ordonnance concernant l'organe de révision des fondations"
"2005-04-15","NA","DFJP","2005-27","Adaptations de l'ordonnance sur le registre du commerce (ORC) à la révision du droit des fondations du 8 octobre 2004"
"2005-06-15","2005-05-30","DFJP","2005-28","Ordonnance relative à la loi fédérale sur le crédit à la consommation (OLCC)"
"2005-08-12","2005-06-14","DFJP","2005-29","Ordonnance sur le système d'information commun aux domaines des étrangers et de l'asile (SYMIC), Ordonnance SYMIC"
"2005-03-11","2005-02-01","DFF","2005-32","Réforme de la péréquation financière: documents complémentaires mis en consultation"
"2005-08-15","2005-04-13","DFF","2005-33","Rapport de la commission d' experts «Mise en œuvre et application de l'harmonisation fiscale»"
"2006-02-28","2005-11-23","DFF","2005-35","Modification de la loi relative à une redevance sur le trafic des poids lourds (LRPL)"
"2005-04-15","2005-01-12","DFF","2005-36","Lutte contre le blanchiment d'argent: projet d'ordonnance sur la taxe de surveillance"
"2005-12-31","2005-09-30","DFF","2005-37","Mise en application du Nouvel accord de Bâle sur les fonds propres (Bâle II)"
"2005-12-23","2005-10-19","DFF","2005-38","Audition relative à l'ordonnance sur la mise hors cours des pièces d'un et de cinq centimes"
"2005-11-01","2005-06-27","DFI","2005-4","Avant-projet de rapport du Conseil fédéral sur la situation des gens du voyage en Suisse"
"2005-05-20","NA","DETEC","2005-46","Modification de l'Ordonnance sur les voies de raccordement"
"2005-06-03","NA","DETEC","2005-47","Ordonnance sur certaines règles relatives au transport aérien (OTrA)"
"2005-09-09","2005-06-14","DETEC","2005-48","Modification de l'ordonnance sur la protection contre le bruit"
"2005-09-30","NA","DETEC","2005-49","Ordonnance concernant les prescriptions de sécurité pour les installations de transport par conduites"
"2006-01-31","2005-11-01","DFI","2005-5","Consultation sur le recensement de la population 2010: décisions de principe du Conseil fédéral / questions relatives au mandat d'information"
"2005-09-10","NA","DETEC","2005-50","Révision de la norme VSS 640 829. Signalisation du trafic lent"
"2005-10-31","2005-07-06","DETEC","2005-51","Ordonnances dans le domaine des installations nucléaires"
"2005-12-16","NA","DETEC","2005-52","Consultation portant sur la révision de plusieurs ordonnances relatives à la circulation routière (OAV, MOFIS, OAC, ADMAS, FABER, ORT)"
"2006-04-03","2005-12-20","DETEC","2005-53","Nouvelle réglementation concernant la dissémination d'organismes dangereux pour l'environnement (Révision totale de l'ordonnance sur la dissémination dans l'environnement)"
"2005-05-13","NA","DETEC","2005-54","loi fédérale sur la perception d'émoluments et de taxes dans les domaines d'activité du DETEC"
"2005-06-30","2005-03-23","DFE","2005-55","Ordonnance sur l'Institut fédéral des hautes études en formation professionnelle"
"2005-10-14","2005-07-14","DFE","2005-57","Projet de la Loi sur l'information des consommatrices et des consommateurs (LIC), révision partielle"
"2005-11-10","2005-11-01","DFE","2005-59","Dispositions d'exécution des mesures d'accompagnement renforcées décidées dans le cadre de l'élargissement de la libre circulation des personnes"
"2006-02-28","2005-12-09","DFI","2005-6","Règlement sanitaire international (RSI) révisé"
"2006-03-31","2005-12-02","DFE","2005-60","Modification du code des obligations (bail à loyer)"
"2005-05-31","NA","DFF","2005-61","Garantie des dépôts – consultation relative à la modification de l'ordonnance sur les banques"
"2006-01-03","2005-10-03","DFE","2005-62","Ordonnance sur les mesures de coexistence lors de la culture de plantes génétiquement modifiées et lors de l'utilisation du produit de la récolte (Ordonnance sur la coexistence)"
"2005-04-15","2005-06-21","DFI","2005-7","Ordonnance du 3 juillet 2002 sur la limitation de l'admission des fournisseurs de prestations à pratiquer à la charge de l'assurance-maladie obligatoire"
"2005-07-15","NA","DFI","2005-8","Adaptations du droit des denrées alimentaires destinées aux humains et aux animaux"
"2005-07-31","2005-02-23","DFI","2005-9","11e révision de l'AVS (mesures relatives aux prestations)"
"2006-03-16","2006-01-16","DFI","2006-12","Projet de modification de l'ordonnance du 27 juin 1995 sur l'assurance-maladie (OAMal)"
"2006-07-03","2006-05-08","DFI","2006-13","Ordonnance sur l'analyse génétique humaine (OAGH)"
"2006-08-25","2006-07-11","DFI","2006-14","Seconde audition: Modification de l<U+0092>Ordonnance du 29 mai 1996 sur les stupéfiants et les substances psychotropes (Ordonnance sur les stupéfiants, Ostup)"
"2006-09-29","2006-07-25","DFI","2006-15","Révision partielle de quatre ordonnances sur le droit des produits chimiques (O sur les produits chimiques, O sur les produits biocides, O sur les bonnes pratiques de laboratoire et O sur les émoluments relatifs aux produits chimiques)"
"2006-11-30","2006-09-11","DFI","2006-16","Révision partielle de l'ordonnance sur la radioprotection, de l'ordonnance sur la formation en radioprotection et de l'ordonnance sur la dosimétrie"
"2006-10-27","2006-09-15","DFI","2006-17","Modification de l'ordonnance sur l'assurance-maladie (OAMal)"
"2006-10-27","2006-09-15","DFI","2006-18","Ordonnance sur la carte d<U+0092>assuré pour l<U+0092>assurance obligatoire des soins (OCA)"
"2006-12-22","2006-12-08","DFI","2006-19","Revision partielle de la loi fédérale sur les médicaments et les dispositifs médicaux (Loi sur les produits thérapeutiques) / 1ère étappe; préparations hospitalières"
"2007-02-19","2006-12-20","DFI","2006-20","Ordonnance concernant les diplômes, la formation postgrade + l'exercice des professions médicales universitaires; O du DFI sur la reconnaissance des filières d<U+0092>études de chiropratique proposées dans les hautes écoles universitaires étrangères"
"2006-03-07","2006-01-11","DFI","2006-21","Modification de l<U+0092>Ordonnance du 29 mai 1996 sur les stupéfiants et les substances psychotropes (Ordonnance sur les stupéfiants, Ostup)"
"2006-07-07","2006-04-12","DFI","2006-22","Ordonnance sur la sécurité et la protection de la santé des travailleurs lors de l<U+0092>utilisation des équipements sous pression (Ordonnance relative à l<U+0092>utilisation des équipements sous pression)"
"2006-06-17","2006-03-17","DFJP","2006-23","Révision de l'ordonnance sur les armes (Ordonnance sur les armes)"
"2006-05-29","2006-03-29","DFJP","2006-24","Adaptation de l'ordonnance sur les mesures visant au maintien de la sûreté intérieure (OMSI) dans le cadre du projet législatif LMSI I"
"2006-08-31","2006-05-26","DFJP","2006-25","Ordonnance du 6 octobre 1986 limitant le nombre des étrangers (OLE), Révision des clés de répartition et contingents pour la période comprise entre le 1er novembre 2006 et le 31 octobre 2007"
"2006-07-15","2006-04-07","ChF","2006-3","Convention-cadre de droit public relative à la collaboration entre la Confédération et les cantons pour le fonctionnement du Portail suisse www.ch.ch de 2007 à 2010"
"2006-03-15","2006-01-12","DFJP","2006-30","Révision de l<U+0092>ordonnance sur l<U+0092>état civil en vue de l<U+0092>entrée en vigueur de la loi fédérale sur le partenariat enregistré (LPart)"
"2006-04-30","NA","DFJP","2006-31","Projets de modification des Ordonnances 1 à 3 relatives au Code pénal suisse et de l<U+0092>Ordonnance sur le casier judiciaire informatisé et rapports"
"2006-11-30","2006-09-15","DFJP","2006-32","Ordonnance du 19 octobre 1977 réglant le placement d'enfants à des fins d'entretien et en vue d'adoption (OPEE) - Nécessité d'une révision"
"2006-12-01","2006-08-24","DDPS","2006-33","Révision 09 de la législation militaire"
"2006-03-15","2006-01-24","DDPS","2006-34","Cession de l'arme personnelle; examen des restrictions éventuelles"
"2006-04-03","2006-02-24","DDPS","2006-35","Révision de l' ordonnance de l'Assemblée fédérale sur l'organisation de l'armée (révision OOrgA)"
"2007-02-26","2006-11-28","DDPS","2006-37","Ordonnances d'<U+0092>exécution relatives à la loi sur la géoinformation"
"2006-03-06","2006-01-25","DFF","2006-38","Consultation concernant la cession de la participation de la Confédération dans Swisscom SA"
"2006-10-13","2006-07-05","DFF","2006-39","RPT - Réforme de la péréquation financière et de la compensation des charges: 2. Projet d<U+0092>ordonnance sur la péréquation financière et la compensation des charges (OPFCC)"
"2006-08-20","2006-07-19","DFF","2006-45","Ordonnance sur les placements collectifs de capitaux (OPCC)"
"2006-10-31","2006-09-05","DFF","2006-46","Modification de l'ordonnance relative à une redevance sur le trafic des poids lourds (ORPL)"
"2006-11-17","2006-09-15","DFF","2006-47","Stratégie suisse de cyberadministration"
"2006-05-31","2006-02-22","DETEC","2006-48","Modification de l'OST concernant le service universel"
"2006-06-02","2006-02-10","DETEC","2006-51","Ordonnance sur la navigation dans les eaux suisses (Ordonnance sur la navigation intérieure, ONI) / Ordonnance sur les prescriptions relatives aux gaz d<U+0092>échappement des moteurs de bateaux dans les eaux suisses (OEMB)"
"2006-04-21","2006-03-22","DETEC","2006-52","Modification de l<U+0092>ordonnance sur l<U+0092>énergie et de l<U+0092>ordonnance du DETEC sur les données figurant sur l<U+0092>étiquetteEnergie des automobiles neuves"
"2006-08-31","2006-05-29","DETEC","2006-53","Registre public des rejets de polluants"
"2006-08-18","2006-06-08","DETEC","2006-54","Révision totale de l'ordonnance sur la radio et la télévision (ORTV)"
"2006-09-15","2006-06-28","DETEC","2006-55","Modification de la LTC: adaptation des dispositions d'exécution du Conseil fédéral"
"2006-09-11","2006-07-13","DETEC","2006-56","Première révision de l'ordonnance sur la réduction des risques liés aux produits chimiques"
"2006-10-21","2006-08-21","DETEC","2006-57","Complément au répertoire des émissions sonores 2015"
"2006-11-30","2006-09-01","DETEC","2006-58","Ordonnance relative aux émissions sonores des appareils et machines destinés à être utilisés en plein air (ordonnance sur le bruit des machines; OBMa)"
"2007-01-31","2006-10-17","DETEC","2006-59","Plan d'action contre les poussières fines - Modification de l'ordonnance sur la protection de l'air (OPair)"
"2007-01-22","2006-10-23","DETEC","2006-60","Ordonnance sur la radio et la télévision (ORTV): Annexe 1, Directives sur la planification des réseaux des émetteurs OUC; Annexe 2, Directives concernant les zones de desserte de programmes de télévision régionaux"
"2006-10-30","2006-06-22","DETEC","2006-61","02.418 Iv.pa. Hegetschweiler: Indemnisation pour nuisances sonores dues au trafic aérien. Garanties quant à la procédure "
"2006-04-14","2006-02-27","DETEC","2006-63","Concept Ours brun Suisse"
"2006-07-31","2006-05-04","DETEC","2006-64","Modifications de diverses ordonnances du droit de la circulation routière"
"2006-09-30","2006-07-24","DETEC","2006-66","Révision du droit des marchandises dangereuses"
"2006-09-29","2006-08-14","DETEC","2006-67","Plan sectoriel de I'infrastructure aeronautique (PSIA), Partie III B6a / Places d'atterrissage en montagne. Mise en consultation du projet du 6 juillet 2006"
"2006-10-05","2006-09-07","DETEC","2006-68","Ordonnance du DETEC sur l<U+0092>attestation du type de production et de l<U+0092>origine de l<U+0092>électricité"
"2007-01-31","2006-11-01","DETEC","2006-69","Modification de l<U+0092>ordonnance sur la durée du travail et du repos des conducteurs professionnels de véhicules automobiles (Ordonnance sur les chauffeurs, OTR 1)"
"2006-09-15","2006-06-28","DETEC","2006-70","Modification de la LTC:adaptation de l'ordonnance de la ComCom"
"2006-06-30","NA","DFE","2006-72","Ordonnance concernant des mesures en matière de lutte contre le travail au noir (Ordonnance sur le travail au noir, OTN)"
"2006-08-18","2006-05-30","DFE","2006-73","Modification de la loi fédérale contre la concurrence déloyale (LCD)"
"2006-06-07","2006-03-07","DFE","2006-77","Ordonnance sur la formation de base et la formation qualifiante du personnel du Service vétérinaire public. Modification de l'ordonnance sur les épizootes"
"2006-08-31","2006-07-07","DFE","2006-78","Développements de «l<U+0092>annexe vétérinaire » de l<U+0092>Accord entre la Suisse et l<U+0092>UE relatif"
"2006-11-10","2006-07-12","DFE","2006-79","Révision totale de l'ordonnance sur la protection des animaux."
"2006-12-07","2006-09-07","DFE","2006-80","Convention sur l<U+0092>accréditation des hautes écoles spécialisées, ordonnance sur les agences d<U+0092>accréditation des hautes écoles spécialisées, directives d<U+0092>accréditation des HES et révision partielle de l<U+0092>ordonnance sur les hautes écoles spécialisées "
"2007-01-05","2006-11-03","DFE","2006-81","Nouvelle ordonnance sur les aides financières aux organisations de cautionnement en faveur des petites et moyennes entreprises"
"2007-01-31","2006-11-28","DFE","2006-82","Modification de l<U+0092>ordonnance sur les épizooties: diarrhée virale bovine et fièvre catarrhale du mouton (bluetongue)"
"2006-03-10","2006-02-10","DFE","2006-84","Ordonnance sur les désignations « montagne » et « alpage » relatives aux produits agricoles et produits agricoles transformés"
"2006-03-10","2006-02-10","DFE","2006-85","Révision totale de l<U+0092>ordonnance sur la promotion des ventes de produits agricoles (OPVA)"
"2006-03-10","2006-02-16","DFE","2006-86","Modification de l<U+0092>ordonnance sur les importations agricoles (OIAgr)"
"2006-03-10","2006-02-16","DFE","2006-87","Modification de l<U+0092>ordonnance sur le bétail de boucherie OBB"
"2006-05-30","NA","DFE","2006-88","Suppression des contingents tarifaires préférentiels pour les cigarettes et le tabac à fumer"
"2006-06-27","2006-03-24","DFE","2006-89","Convention entre la Confédération et les cantons sur la création de filières d'études master dans les hautes écoles spécialisées (Convention master HES)"
"2006-06-23","NA","DFE","2006-90","Ordonnance sur la qualité du lait"
"2006-08-11","NA","DFE","2006-91","Ordonnance sur l<U+0092>agriculture biologique et la désignation des produits et des denrées alimentaires biologiques (Ordonnance sur l<U+0092>agriculture biologique)"
"2006-08-11","NA","DFE","2006-92","Ordonnance du DFE sur l<U+0092>agriculture biologique"
"2007-11-28","2007-10-31","ChF","2007-1","Projet de directives sur les exigences minimales qu<U+0092>un système de gestion de la protection des données doit remplir (certification de l<U+0092>organisation ou de la procédure)."
"2007-08-14","2007-05-24","DFI","2007-10","Révision totale de l'ordonnance sur la météorologie et la climatologie (OMét)"
"2007-09-15","2007-07-12","DFE","2007-100","Modification de l<U+0092>ordonnance concernant l<U+0092>élimination des sous-produits animaux portant sur les restes de cuisine et de table"
"2007-08-15","2007-07-17","DFE","2007-101","Modification de l'Ordonnance sur les émoluments du Secrétariat d'Etat à l'économie dans le domaine de l'accréditation (Oem-Acc)"
"2007-09-14","2007-08-30","DFE","2007-102","Modification de l<U+0092>ordonnance sur l<U+0092>importation de céréales et de matières fourragères, de l<U+0092>ordonnance sur les importations agricoles et de l<U+0092>ordonnance sur la libération du contingent de blé panifiable"
"2007-11-02","2007-10-08","DFE","2007-103","Ordonnance du Conseil fédéral sur la qualité du lait du 23 novembre 2005 (OQL) Ordonnance du DFE du 23 novembre 2005 réglant l'hygiène dans la production laitière (OHyPL)"
"2008-03-31","2007-12-31","DFE","2007-104","Modification de l<U+0092>ordonnance du DFE du 4 juillet 2000 sur l<U+0092>obtention à posteriori du titre d<U+0092>une haute école spécialisée"
"2007-08-31","2007-06-26","DFI","2007-11","Nouveau numéro d<U+0092>assuré AVS. Modifications du règlement et d<U+0092>ordonnances et édiction de dispositions d<U+0092>exécution"
"2007-09-21","2007-08-20","DFI","2007-12","Ordonnance sur l'harmonisation de registres"
"2007-10-05","2007-09-05","DFI","2007-13","Ordonnance du DFI concernant les mises en garde combinées sur les produits du tabac"
"2008-02-20","2007-12-20","DFI","2007-14","Ordonnance concernant les examens fédéraux des professions médicales universitaires (Ordonnance concernant les Examens LPMéd)"
"2008-02-20","2007-12-20","DFI","2007-15","Ordonnance sur le registre des professions médicales universitaires"
"2007-10-25","2007-09-26","DFI","2007-16","05.055 Pour la baisse des primes d<U+0092>assurance-maladie dans l<U+0092>assurance de base. Initiative populaire, contre-projets du Conseil des États et du Conseil national"
"2007-03-30","2007-02-05","DFI","2007-17","Stratégie nationale en matière de cybersanté"
"2007-05-04","2007-03-30","DFI","2007-18","Modification de l'ordonnance sur les conditions de sécurité régissant l'utilisation des grues (ordonnance sur les grues)"
"2007-05-04","2007-03-30","DFI","2007-19","Modifications de l<U+0092>ordonnance sur la prévention des accidents (OPA) et de l<U+0092>ordon¬nance sur la sécurité et la protection de la santé des travailleurs dans les travaux de co¬struction (OTConst) concernant l'exposition à l<U+0092>amiante"
"2007-11-30","2007-08-30","ChF","2007-2","Iv. pa. 03.436 <U+0084>Pour des campagnes de votation équitables<U+0093>"
"2007-08-31","2007-06-28","DFI","2007-20","Révision du droit des denrées alimentaires"
"2007-10-08","2007-09-13","DFI","2007-21","Modification de l'ordonnance du 30 juin 1993 concernant l'exécution des relevés statistiques fédéraux"
"2008-01-21","2007-10-26","DFI","2007-22","Programme National Alcool 2008 <U+0096> 2012 (PNA) "
"2008-01-21","2007-10-26","DFI","2007-23","Programme national alimentation et activité physique 2008<U+0096>2012 (PNAAP 2008<U+0096> 2012)"
"2007-06-30","2007-03-28","DFJP","2007-26","Dispositions d'exécution de la loi fédérale du 16 décembre 2005 sur les étrangers et de la révision partielle du 16 décembre de la loi sur l'asile"
"2007-06-30","2007-03-28","DFJP","2007-27","Révision totale de l<U+0092>Ordonnance sur le registre du commerce (ORC)"
"2007-09-15","2007-06-18","DFJP","2007-30","Révision partielle du code des obligations (Responsabilité des détenteurs de chiens dangereux)"
"2007-10-26","2007-06-27","DFJP","2007-31","Révision totale de l<U+0092>ordonnance sur l<U+0092>aide aux victimes d<U+0092>infractions (Ordonnance sur l<U+0092>aide aux victimes, OAVI)"
"2007-05-18","2007-02-23","DFJP","2007-34","Modifications de l'Ordonnance relative à la loi fédérale sur la protection des données (OLPD, SR 235.11) et Ordonnance relative aux procédures de certification de la protection des données"
"2007-07-31","2007-04-30","DFJP","2007-35","Modification de l<U+0092>ordonnance sur le casier judiciaire (Ordonnance VOSTRA)"
"2007-07-11","2007-05-04","DFJP","2007-36","Ordonnance sur l<U+0092>indemnisation des frais extraordinaires occasionnés aux organes cantonaux par l<U+0092>accomplissement de tâches de police judiciaire de la Confédération"
"2007-06-12","2007-05-15","DFJP","2007-37","Mise en <U+009C>uvre de la loi sur la surveillance de la révision (LSR)"
"2007-08-11","2007-06-01","DFJP","2007-38","Modification de l<U+0092>ordonnance sur les prestations de la Confédération dans le domaine de l<U+0092>exécution des peines et des mesures et de l<U+0092>ordonnance du DFJP sur les prestations de la Confédération dans le domaine de l<U+0092>exécution des peines et des mesures."
"2007-07-05","2007-06-18","DFJP","2007-39","Ordonnance sur la communication électronique dans le cadre d<U+0092>une procédure administrative"
"2007-05-11","2007-02-15","DFAE","2007-4","Convention des Nations Unies du 2 décembre 2004 sur les immunités juridictionnelles des Etats et de leurs biens"
"2008-02-29","2007-12-27","DFJP","2007-40","Ordonnance sur la partie nationale du Système d'information Schengen (N-SIS) et sur le bureau SIRENE (Ordonnance N-SIS)"
"2007-07-03","2007-05-15","DFJP","2007-46","L<U+0092>extension du mandat contenu dans l<U+0092>Accord du 24 septembre 2004 entre la Suisse et l<U+0092>Office européen de police (Europol)  "
"2008-01-31","2007-12-07","DFJP","2007-47","Modification de l'ordonnance relative aux brevets d<U+0092>invention"
"2008-01-31","2007-12-19","DFJP","2007-48","Modification de l'ordonnance sur le droit d<U+0092>auteur et les droits voisins"
"2007-04-13","2007-03-12","DFJP","2007-49","Revision de l'Ordonnance de la Commission fédérale des maisons de jeu concernant les obligations de diligence des maisons de jeu en matière de lutte contre le blanchiment d'argent"
"2007-06-30","2007-03-30","DFI","2007-5","Ordonnance sur les allocations familiales (OAFam)"
"2007-07-24","2007-06-12","DFJP","2007-50","Ordonnance du 24 septembre 2004 sur les jeux de hasard et les maisons de jeu (Ordonnance sur les maisons de jeu, OLMJ)"
"2007-12-31","2007-10-01","DDPS","2007-51","05.443 Iv.pa. Sommaruga: Protection civile. Faire appel au personnel de réserve dans les situations d'urgence"
"2007-07-20","2007-04-18","DFF","2007-53","Ordonnances d'exécution relatives à la RPT"
"2007-02-28","2007-01-12","DFF","2007-54","Audition concernant la mise en <U+009C>uvre des recommandations révisées du GAFI"
"2007-05-31","2007-02-28","DFF","2007-55","03.401 Iv.pa. Instauration d<U+0092>un référendum financier"
"2007-06-05","2007-05-11","DFF","2007-58","Rapport sur la conclusion d<U+0092>un Avenant à la convention de double imposition entre la Suisse et la France en matière d<U+0092>impôts sur le revenu et sur la fortune"
"2007-10-15","2007-10-02","DFF","2007-61","Ordonnance de la Commission fédérale des banques du 25 juin 1997 sur les bourses et le commerce des valeurs mobilières (Ordonnance de la CFB sur les bourses, OBVM-CFB)"
"2007-12-20","2007-11-19","DFF","2007-62","Modification de l'article 3a de l'Ordonnance sur les banques (Négociants en devises)"
"2007-10-15","2007-06-27","DETEC","2007-64","Ordonnance sur l'approvisionnement en électricité et modification de l'ordonnance sur l'énergie"
"2007-04-30","2007-01-30","DETEC","2007-65","Ordonnance sur les parcs d<U+0092>importance nationale (Ordonnance des parcs)"
"2007-05-31","2007-03-01","DETEC","2007-66","Ordonnance sur les prairies et pâturages secs d<U+0092>importance nationale (Ordonnance sur les prairies sèches)"
"2007-07-17","2007-04-23","DETEC","2007-67","Ordonnance sur le fonds de désaffectation et sur le fonds de gestion pour les installations nucléaires"
"2007-08-31","2007-05-10","DETEC","2007-68","Ordonnance sur la protection des voies de communication historiques de Suisse (OIVS)"
"2007-06-29","2007-06-11","DETEC","2007-69","Ordonnance du DETEC sur la radio et la télévision"
"2007-09-15","2007-06-20","DETEC","2007-70","Ordonnance du DETEC sur les hypothèses de risque et sur l<U+0092>évaluation de la protection contre les défaillances dans les installations nucléaires"
"2007-09-15","2007-06-20","DETEC","2007-71","Ordonnance du DETEC sur les hypothèses de risque et sur les mesures de sûreté pour les installations et les matières nucléaires"
"2007-09-15","2007-06-20","DETEC","2007-72","Ordonnance du DETEC sur la méthode et sur les standards de vérification des critères de la mise hors service provisoire d<U+0092>une centrale nucléaire"
"2007-08-31","2007-07-30","DETEC","2007-73","Ordonnance du DETEC sur le registre national des échanges de droits d<U+0092>émission"
"2007-11-16","2007-08-17","DETEC","2007-74","Modification de l<U+0092>ordonnance sur la taxe d<U+0092>incitation sur les composés organiques volatils (OCOV)"
"2007-11-30","2007-10-02","DETEC","2007-76","Révision de l<U+0092>ordonnance relative à la taxe pour l<U+0092>assainissement des sites contaminés (OTAS)"
"2008-02-15","2007-11-27","DETEC","2007-77","Modification de l'ordonnance sur la protection de l'air dans la domaine des chantiers"
"2008-03-21","2007-12-20","DETEC","2007-78","Modification de l'ordonnance relative à la désignation des organisations habilitées à recourir dans les domaines de la protection de l'environnement ainsi que de la protection de la nature et du paysage (ODO)"
"2008-03-21","2007-12-20","DETEC","2007-79","Modification de l'ordonnance relative à l<U+0092>étude de l<U+0092>impact sur l<U+0092>environnement (OEIE)"
"2007-03-31","2007-01-17","DETEC","2007-81","Ordonnance sur l'admission des moniteurs de conduite et l<U+0092>exercice de leur profession (Ordonnance sur les moniteurs de conduite, OMCo) et d<U+0092>autres ordonnances concernées par cette modification"
"2007-05-11","2007-02-11","DETEC","2007-82","Révision totale de l<U+0092>ordonnance sur les émoluments de l'Office fédéral de l'aviation civile (OEmol-OFAC)"
"2007-06-30","2007-04-16","DETEC","2007-83","Modifications de l<U+0092>ordonnance concernant les exigences techniques requises pour les véhicules routiers (OETV)"
"2007-09-05","2007-06-25","DETEC","2007-84","Stratégie pour le développement durable: lignes directrices et plan de réalisation 2008-2011"
"2007-10-15","2007-08-15","DETEC","2007-85","Modification de l<U+0092>ordonnance sur l<U+0092>infrastructure aéronautique et nouvelle ordonnance du DETEC sur les tâches du chef d<U+0092>aérodrome"
"2007-12-10","2007-11-02","DETEC","2007-86","Ordonnance de l<U+0092>OFROU concernant l<U+0092>ordonnance sur le contrôle de la circulation routière (OOCCR-OFROU) et à la révision des instructions spécifiques"
"2008-03-21","2007-12-21","DETEC","2007-87","Modification de l<U+0092>ordonnance sur les règles de la circulation routière (OCR)"
"2007-05-09","2007-02-28","DFE","2007-88","Ordonnance 5 relative à la loi sur le travail (OLT 5). Protection spéciale des jeunes travailleurs"
"2007-04-30","2007-03-15","DFE","2007-92","Ordonnance sur la politique régionale"
"2007-09-28","2007-07-04","DFE","2007-94","Ordonnance concernant les allégements fiscaux en faveur d'entreprises dans les zones économiques en redéploiement et Ordonnance concernant la détermination des zones économiques en redéploiement"
"2007-11-12","2007-09-14","DFE","2007-95","Ordonnance sur la sécurité des machines (Ordonnance sur les machines, OMach)"
"2007-09-25","NA","DFE","2007-96","Révision de l'ordonnance sur le droit du bail"
"2008-01-31","2007-11-15","DFE","2007-97","Ordonnance concernant le Système d<U+0092>information du Service vétérinaire public (OSISVet) "
"2007-09-15","2007-06-18","DFE","2007-98","Initiative parlementaire. Interdiction des pitbulls en Suisse (Consultation des Commissions de la science, de l'éducation et de la culture CSEC)"
"2007-09-05","2007-06-29","DFE","2007-99","Dispositions d'exécution relatives à la Politique agricole 2011: Premier train d'ordonnances"
